ofcNm,rutNm,fctKdCd,fctKdNm,fctCfCd,fctCfNm,fcno,fctNm,lctNm,ccwDt,dgnBgDt,dgnEdDt,dgcoNm,cwkBgDt,cwkEdDt,cstCmpNm,cwkNm,totCtco,xtsLen,xtsHg,xtsSpanCo,xtsMaxSpanLen,ftptBdt,rdwyBdt,alBdt,uplnCrtrCo,godnCrtrCo,crtrStoCo,prmsPssnLwgt,upstSpanCmpsVl,bdsfAbscNm,railngAbscNm,brdgBrktAbscNm,xpsjAbscNm,curbAbscNm,dpltAbscVl,mngdAbscVl,dgldVlCn,upstMspFrmCdCn,upstSbSpanFrmAbrNmCn,upstBrdgBrktFrmCdCn,upstXpsjFrmCdCn,lwstPierFrmCdCn,lwstPierBsCdCn,lwstBrpsFrmCdCn,tnnlXtsLen,tnnlHg,tmnsSlpeVl,algnRdcvVl,dtsbXn,ivrtInstXn,rprsFormCdCn,rprsMnCnmtCdCn,rprsAssCnmtCdCn,rprsDrnFrmCdCn,rprsPtnnFrmNmCn,albdt,bdsfabscnm,brdgbrktabscnm,ccwdt,crtrstoco,cstcmpnm,curbabscnm,cwkbgdt,cwkeddt,cwknm,dgconm,dgldvlcn,dgnbgdt,dgneddt,dpltabscvl,fctcfcd,fctcfnm,fctkdcd,fctkdnm,fctnm,ftptbdt,godncrtrco,index,lctnm,lwstbrpsfrmcdcn,lwstpierbscdcn,lwstpierfrmcdcn,mngdabscvl,ofcnm,prmspssnlwgt,railngabscnm,rdwybdt,rutnm,totctco,uplncrtrco,upstbrdgbrktfrmcdcn,upstmspfrmcdcn,upstsbspanfrmabrnmcn,upstspancmpsvl,upstxpsjfrmcdcn,xpsjabscnm,xtshg,xtslen,xtsmaxspanlen,xtsspanco,algnrdcvvl,dtsbxn,ivrtinstxn,rprsasscnmtcdcn,rprsdrnfrmcdcn,rprsformcdcn,rprsmncnmtcdcn,rprsptnnfrmnmcn,tmnsslpevl,tnnlhg,tnnlxtslen,drnfrmcdcn,totcrtrco
,,,,,,2BD9735F8B081EB7E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,아스팔트,고무재,2014-05-02,6,(주)성원건설,콘크리트,2009-08-25,2013-03-14,마송-누산 도로확장공사,동아기술공사,DB-24,2007-12-05,2009-06-01,강상판,0,기타,1,교량,마송IC교,4,3,0.0,김포시 통진읍 도사리,역T형,기타,기타,PC,수원국토관리사무소,43,강재,23,일반국도48호선,"23,674,514",3,고무받침,PSCI형교,PSCI형교,1@1=30,모노셀조인트,고무재,,30,1,1,,,,,,,,,,,,,
,,,,,,2AEF52FA36E5076CE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,아스팔트,고무재,2014-05-02,6,(주)성원건설,콘크리트,2009-08-25,2013-03-14,마송-누산 도로확장공사,동아기술공사,DB-24,2007-12-05,2009-06-01,강상판,0,기타,1,교량,누산교,8,3,0.0,김포시 양촌읍 누산리,역T형,강재말뚝기초,ㅠ형식,PC,수원국토관리사무소,43,강재,25.5,일반국도48호선,"23,674,514",3,고무받침,PSCI형교,PSCI형교,0@0=90,모노셀조인트,고무재,,90,0,0,,,,,,,,,,,,,
,,,,,,14FFE9691A2E0563E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,아스팔트,,2014-04-27,4,(주)대양,콘크리트,2009-04-23,2014-04-27,내서-칠원 국도건설공사,"(주)이산, (주)진영이엔씨",기타,2004-12-29,2007-12-31,강상판,0,기타,1,교량,예곡1교,4.8,2,0.0,경상남도 함안군 칠원읍 예곡리,라멘식,기타,기타,RC,진영국토관리사무소,43,강재,17.5,일반국도5호선,"355,393",2,,라멘교,라멘교,1@10=10,,,46,10,10,1,,,,,,,,,,,,,
,,,,,,FB10D9EF2E6745BDE044B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,아스팔트,강재,2014-04-18,4,"정아산업(주), 유원종합건설(주)",콘크리트,2010-05-07,2013-10-28,진관IC~사능 도로건설공사,"한국기술개발(주), (주)도화종합기술공사",DB-24,2002-08-14,2004-10-30,RC,0,기타,1,교량,먹골IC교,0,2,0.0,경기도 남양주시 진건읍 진관리,역T형,,,Steel,의정부국토관리사무소,43,강재,20,일반국도46호선,"2,405,146",2,포트받침,강상자형교,,1,모노셀조인트,고무재,5,45,45,1,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F86217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,아스팔트,강재,2014-04-15,4,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,RC,0,기타,1,교량,향남교,0,2,0.0,경기도 화성시 향남읍 하길리,역T형,,,STEEL,수원국토관리사무소,40,강재,20,일반국도82호선,"2,334,800",2,포트받침,강상자형교,,1@49.9=50,모노셀조인트,강재,,50,49.9,1,,,,,,,,,,,,,
,,,,,,0ACD123BCA115634E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,콘크리트,고무재,2014-04-15,1,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,RC,1,1종,1,교량,도이IC램프A교(행정IC램프A교),0,0,0.0,경기도 화성시 향남읍 도이리,역T형,강재말뚝기초,T형교각,STEEL,수원국토관리사무소,40,강재,7,일반국도82호선,"5,185,700",1,고무받침,강상자형교,,6@55=290,기타,강재,,290,55,6,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F8A217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,아스팔트,,2014-04-15,6,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,요당IC 2교,0,3,0.0,경기도 화성시 양감면 요당리,역T형,,,RC,수원국토관리사무소,40,강재,29.3,일반국도82호선,"1,403,000",3,,라멘교,라멘교,0@10.1=12.5,,,,12.5,10.1,0,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F81217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,아스팔트,강재,2014-04-15,4,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,행정교,0,2,0.0,경기도 화성시 향남읍 행정리,역T형,,,RC,수원국토관리사무소,40,강재,20,일반국도82호선,"1,506,500",2,포트받침,프리플렉스형교,프리플렉스형교,PF,모노셀조인트,강재,5.3,40.1,40,1,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F89217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,아스팔트,,2014-04-15,4,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,요당IC 육교,0,2,0.0,경기도 화성시 양감면 요당리,라멘식,,,RC,수원국토관리사무소,40,강재,64.1,일반국도82호선,"3,994,600",2,,프리플렉스형교,프리플렉스형교,1@25.3=27.3,,,,27.3,25.3,1,,,,,,,,,,,,,
,,,,,,0ACC5562EDEF08B5E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,아스팔트,강재,2014-04-15,6,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,도이교,0,3,0.0,경기도 화성시 향남읍 도이리,역T형,,,PC,수원국토관리사무소,40,강재,28,일반국도82호선,"1,428,500",3,포트받침,PSCI형교,PSCI형교,1@28.9=30.1,모노셀조인트,강재,,30.1,28.9,1,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F83217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,아스팔트,,2014-04-15,4,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,자치울교(2+760라멘교),0,2,0.0,경기도 화성시 향남면 도이리,기타,,,RC,수원국토관리사무소,40,강재,20.1,일반국도82호선,"616,100",2,,라멘교,라멘교,1@12=13.8,,,,13.8,12,1,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F84217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,아스팔트,강재,2014-04-15,4,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,방축교,0,2,0.0,경기도 화성시 향남읍 방축리,역T형,,,PC,수원국토관리사무소,40,강재,20,일반국도82호선,"1,011,500",2,포트받침,PSCI형교,PSCI형교,1@30=30.1,모노셀조인트,강재,,30.1,30,1,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F8B217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,콘크리트,강재,2014-04-15,2,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,RC,1,1종,1,교량,요당IC RAMP-A교,0,0,0.0,경기도 화성시 양감면 요당리,역T형,강재말뚝기초,T형교각,STEEL,수원국토관리사무소,40,강재,10.5,일반국도82호선,"12,420,000",2,기타,강상자형교,,8@70=480.3,강핑거조인트,강재,,480.3,70,8,,,,,,,,,,,,,
,,,,,,0ACC5562EDEE08B5E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,아스팔트,,2014-04-15,4,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,하가등천교,0,2,0.0,경기도 화성시 봉담읍 하가등리,기타,,,RC,수원국토관리사무소,40,강재,20,일반국도82호선,"684,300",2,,라멘교,라멘교,1@15=17,,,,17,15,1,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F85217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,콘크리트,강재,2014-04-15,4,남광토건,콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,2,2종,1,교량,향남IC교,0,2,0.0,경기도 화성시 향남읍 하길리,역T형,,,RC,수원국토관리사무소,40,강재,20,일반국도82호선,"1,845,800",2,고무받침,프리플렉스형교,프리플렉스형교,1@50.1=50.1,모노셀조인트,강재,,50.1,50.1,1,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F8C217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,아스팔트,,2014-04-15,2,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,요당IC Ramp-B교,0,2,0.0,경기도 화성시 양감면 요당리,역T형,,,RC,수원국토관리사무소,40,강재,8,일반국도82호선,"356,800",0,,라멘교,라멘교,1@11.3=14.1,,,,14.1,11.3,1,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F87217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,아스팔트,강재,2014-04-15,4,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,요당교,0,2,0.0,경기도 화성시 양감면 요당리,역T형,,,PC,수원국토관리사무소,40,강재,20,일반국도82호선,"110,760,000",2,포트받침,PSCI형교,PSCI형교,1@30.3=30.4,모노셀조인트,강재,,30.4,30.3,1,,,,,,,,,,,,,
,,,,,,0ACC5562EDEC08B5E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,아스팔트,,2014-04-15,6,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,가재교,0,3,0.0,경기도 화성시 팔탄면 가재리,기타,,,RC,수원국토관리사무소,40,강재,28,일반국도82호선,"906,300",3,,라멘교,라멘교,1@15=17,,,,17,15,1,,,,,,,,,,,,,
,,,,,,0ACE0F1B6F88217AE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,아스팔트,,2014-04-15,5,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,요당IC 1교,0,3,0.0,경기도 화성시 양감면 요당리,역T형,,,RC,수원국토관리사무소,40,강재,25,일반국도82호선,"907,300",2,,라멘교,라멘교,1@11.8=14.1,,,,14.1,11.8,1,,,,,,,,,,,,,
,,,,,,0ACC5562EDF008B5E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,아스팔트,강재,2014-04-15,7,남광토건(주),콘크리트,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,DB-24,2001-06-07,2003-05-18,강상판,0,기타,1,교량,도이IC교(행정IC교),0,3,0.0,경기도 화성시 향남읍 도이리,역T형,강재말뚝기초,라멘식,RC,수원국토관리사무소,40,강재,34.5,일반국도82호선,"5,151,100",4,포트받침,프리플렉스형교,,2@40=80.2,모노셀조인트,강재,,80.2,40,2,,,,,,,,,,,,,
,,,,,,0EC721F7076B1933E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,2014-04-15,,"남광토건(90%),선진종합건설(10%)",,2004-11-18,2014-04-15,팔탄북부우회(A)외 1 도로건설공사,벽산엔지니어링,,2001-06-07,2003-05-18,,0,기타,3,지하차도,평안지하차도,0,2,0.0,경기도 평택시 용이동 ,,,,,수원국토관리사무소,,,17,일반국도38호선,"356,800",2,,,,,,,,75,,,0,,,,,박스형,,,0,5,,,4
,,,,,,2C083930B5D13D49E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,,2014-03-31,4,"대보건설(주), 해동건설(주)",,2012-05-04,2014-03-31,안성원곡뮬류단지 및 지구외 도로개설공사,(주)유신 (설종명),DB-24,2009-01-02,2010-03-24,,0,기타,1,교량,칠곡육교,7,2,0.0,경기도 안성시 원곡면 칠곡리,,,,,수원국토관리사무소,,,13.5,일반국도45호선,,2,,라멘교,,,,,5,20,20,1,,,,,,,,,,,,,
,,,,,,279B1832E8AD52BDE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,아스팔트,고무재,2014-03-03,2,이수건설주식회사,콘크리트,2009-03-30,2014-03-03,청주시 국도대체우회도로(북일-남일 1-1공구)건설공사,"(주)한국종합기술, (주)다우컨설턴트",기타,2007-02-26,2008-11-25,RC,0,기타,1,교량,RAMP-B1교,0,1,0.0,충청북도 청주시 청원구 내수읍 국동리,역T형,강재말뚝기초,T형교각,STEEL,보은국토관리사무소,0,강재,8,일반국도25호선,"33,238,950",1,평면받침,강상자형교,강상자형교,2@40=80,강핑거조인트,고무재,5,80,40,2,,,,,,,,,,,,,
,,,,,,03E06EE517216437E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,아스팔트,고무재,2014-02-28,6,(주)한양 외 3개사,콘크리트,2003-10-24,2014-02-28,동읍 우회도로 건설공사,(주)신성엔지니어링 외 1개사,DB-24,2000-06-01,2002-12-24,RC,1,1종,1,교량,신덕산교,6,3,0.0,경상남도 창원시 의창구 동읍 덕산리,역T형,강재말뚝기초,T형교각,,진영국토관리사무소,43,콘크리트,21,일반국도14호선,"139,449,000",3,고무받침,강상자형교,강상자형교,3@55=165,강핑거조인트,강재,11.7,165,55,3,,,,,,,,,,,,,
,,,,,,0C32AAE3C92B1291E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,아스팔트,강재,2014-02-28,2,㈜한양외 3개사,콘크리트,2003-10-24,2014-02-28,동읍우회도로 건설공사,㈜신성엔지니어링.㈜동일기술공사,DB-24,2000-06-01,2002-12-24,RC,2,2종,1,교량,무점교(하),4.4,2,0.0,경상남도 창원시 의창구 동읍 무점리,역T형,강재말뚝기초,T형교각,RC,진영국토관리사무소,43,콘크리트,10.5,일반국도14호선,"139,449,000",0,포트받침,PSCI형교,PSCI형교,3@30,Rail-Type조인트,강재,7.4,105,35,3,,,,,,,,,,,,,
,,,,,,03E0741DF86066E3E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,콘크리트,고무재,2014-02-28,4,(주)한양 외 3개사,콘크리트,2003-10-24,2014-02-28,동읍 우회도로 건설공사,(주)신성엔지니어링 외 1개사,DB-24,2000-06-01,2002-12-24,강상판,2,2종,1,교량,덕천고가교,7.2,2,0.0,경상남도 창원시 의창구 동읍 용잠리,역T형,강재말뚝기초,T형교각,RC,진영국토관리사무소,43,콘크리트,14,일반국도14호선,"139,449,000",2,고무받침,PSCI형교,PSCI형교,6@30+25,강핑거조인트,강재,1.2,205,30,7,,,,,,,,,,,,,
,,,,,,0C32AAE576731293E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,아스팔트,,2014-02-28,2,㈜한양외 3개사,콘크리트,2003-10-24,2014-02-28,동읍우회도로 건설공사,㈜신성엔지니어링.㈜동일기술공사,DB-24,2000-06-01,2002-12-24,RC,0,기타,1,교량,무점2교(상),18,0,0.0,경상남도 창원시 의창구 동읍 무점리,라멘식,,,RC,진영국토관리사무소,43,콘크리트,7,일반국도14호선,"139,449,000",2,,라멘교,,1@10.6,,,9.2,10.6,10.6,1,,,,,,,,,,,,,
,,,,,,0C31984DE805631FE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,아스팔트,고무재,2014-02-28,3,㈜한양외 3개사,콘크리트,2003-10-24,2014-02-28,동읍우회도로 건설공사,㈜신성엔지니어링.㈜동일기술공사,DB-24,2000-06-01,2002-12-24,RC,0,기타,1,교량,용잠2교(상),4,0,0.0,경상남도 창원시 의창구 동읍 용잠리,역T형,강재말뚝기초,구주식,RC,진영국토관리사무소,43,콘크리트,9.8,일반국도14호선,"139,449,000",2,고무받침,PSCI형교,PSCI형교,2@35.4,강핑거조인트,강재,4.5,70.8,35.3,2,,,,,,,,,,,,,
,,,,,,03E1E6B597752424E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,아스팔트,고무재,2014-02-28,4,(주)한양 외 3개사,콘크리트,2003-10-24,2014-02-28,동읍 우회도로 건설공사,(주)신성엔지니어링 외 1개사,DB-24,2000-06-01,2002-12-24,RC,1,1종,1,교량,주천2교,6.9,2,0.0,경상남도 김해시 진영읍 진영리,역T형,강재말뚝기초,T형교각,Steel,진영국토관리사무소,43,콘크리트,20,일반국도14호선,"139,449,000",2,고무받침,PSCI형교,강상자형교,10@54.9=325,강핑거조인트,고무재,11.4,325,55,10,,,,,,,,,,,,,
,,,,,,03E0741DF86666E3E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,아스팔트,고무재,2014-02-28,4,(주)한양 외 3개사,콘크리트,2003-10-24,2014-02-28,동읍 우회도로 건설공사,(주)신성엔지니어링 외 1개사,DB-24,2000-06-01,2002-12-24,강상판,2,2종,1,교량,주천1교,6.9,2,0.0,경상남도 김해시 진영읍 좌곤리,역T형,기타,기타,,진영국토관리사무소,43,콘크리트,19.4,일반국도14호선,"139,449,000",2,고무받침,강상자형교,강상자형교,1@55=55,강핑거조인트,고무재,10,55,55,1,,,,,,,,,,,,,
,,,,,,0C32AAE04931128BE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,아스팔트,고무재,2014-02-28,2,㈜한양외 3개사,콘크리트,2003-10-24,2014-02-28,동읍우회도로 건설공사,㈜신성엔지니어링.㈜동일기술공사,DB-24,2000-06-01,2002-12-24,RC,0,기타,1,교량,용잠2교(하),3.9,2,0.0,경상남도 창원시 의창구 동읍 용잠리,역T형,강재말뚝기초,구주식,RC,진영국토관리사무소,43,콘크리트,7,일반국도14호선,"139,449,000",0,고무받침,PSCI형교,PSCI형교,2@35.4,강핑거조인트,강재,4.5,70.8,35.3,2,,,,,,,,,,,,,
,,,,,,03E1E6B597792424E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,아스팔트,고무재,2014-02-28,4,(주)한양,콘크리트,2003-10-24,2014-02-28,동읍 우회도로 건설공사,(주)신성엔지니어링 외 1개사,DB-24,2000-06-01,2002-12-24,강상판,2,2종,1,교량,덕천고가차도,7.2,2,0.0,경상남도 창원시 의창구 동읍 용잠리,역T형,강재말뚝기초,T형교각,,진영국토관리사무소,49,콘크리트,20,일반국도14호선,"139,449,000",2,포트받침,PSCI형교,PSCI형교,3@45+43+40+45+35,강핑거조인트,강재,7.6,298,45,7,,,,,,,,,,,,,
,,,,,,0C32AAE6FE281295E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,아스팔트,,2014-02-28,2,㈜한양외 3개사,콘크리트,2003-10-24,2014-02-28,동읍우회도로 건설공사,㈜신성엔지니어링.㈜동일기술공사,DB-24,2000-06-01,2002-12-24,RC,0,기타,1,교량,무점2교(하),18,2,0.0,경상남도 창원시 의창구 동읍 무점리,라멘식,,,RC,진영국토관리사무소,43,콘크리트,7,일반국도14호선,"139,449,000",0,,라멘교,,1@10.6,,,9.2,10.6,10.6,1,,,,,,,,,,,,,
,,,,,,03E0714554F16658E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,아스팔트,고무재,2014-02-28,2,(주)한양 외 3개사,콘크리트,2003-10-24,2014-02-28,동읍 우회도로 건설공사,(주)신성엔지니어링 외 1개사,DB-24,2000-06-01,2002-12-24,RC,2,2종,1,교량,덕천4교,3.6,2,0.0,경상남도 창원시 의창구 동읍 용잠리,역T형,강재말뚝기초,T형교각,RC,진영국토관리사무소,43,콘크리트,9,일반국도14호선,"139,449,000",0,고무받침,PSCI형교,PSCI형교,7@30=210,강핑거조인트,강재,12.1,210,30,7,,,,,,,,,,,,,
,,,,,,0C32AAE2002B128FE054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,아스팔트,강재,2014-02-28,2,㈜한양외 3개사,콘크리트,2003-10-24,2014-02-28,동읍우회도로 건설공사,㈜신성엔지니어링.㈜동일기술공사,DB-24,2000-06-01,2002-12-24,RC,2,2종,1,교량,무점교(상),4.4,0,0.0,경상남도 창원시 의창구 동읍 무점리,역T형,강재말뚝기초,T형교각,RC,진영국토관리사무소,43,콘크리트,10.5,일반국도14호선,"139,449,000",2,포트받침,PSCI형교,PSCI형교,3@35,Rail-Type조인트,강재,7.4,105,35,3,,,,,,,,,,,,,
,,,,,,03E0714554EE6658E054B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,아스팔트,고무재,2014-02-28,8,(주)한양 외 3개사,콘크리트,2003-10-24,2014-02-28,동읍 우회도로 건설공사,(주)신성엔지니어링 외 1개사,DB-24,2000-06-01,2002-12-24,RC,1,1종,1,교량,덕천3교,8.1,3,0.0,경상남도 창원시 의창구 동읍 용잠리,역T형,강재말뚝기초,T형교각,,진영국토관리사무소,43,콘크리트,34.4,일반국도14호선,"139,449,000",3,고무받침,강상자형교,강상자형교,2@55=110,강핑거조인트,강재,9,110,55,2,,,,,,,,,,,,,
,,,,,,F8D9F28780C66A49E044B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,콘크리트,고무재,2014-01-16,4,SK건설㈜,콘크리트,2004-12-10,2014-01-16,국도25호선 대체우회도로(용동~동읍) 건설공사,다린,DB-24,2004-01-09,2004-08-15,RC,0,기타,1,교량,창원대IC2교,7.1,2,0.0,경상남도 창원시 의창구 용동,역T형,강재말뚝기초,,PC,진영국토관리사무소,43,콘크리트,19.3,일반국도25호선,"1,589,000",2,고무받침,PSCI형교,,1@30,모노셀조인트,강재,4.8,30,30,1,,,,,,,,,,,,,
,,,,,,F8D9F282C9866A45E044B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,콘크리트,고무재,2014-01-16,4,SK건설㈜,콘크리트,2004-12-10,2014-01-16,국도25호선 대체우회도로(용동~동읍) 건설공사,㈜청석엔지니어링,DB-24,2004-01-09,2004-08-15,RC,1,1종,1,교량,용추교,6.9,2,0.0,경상남도 창원시 의창구 용동,박스식,기타,기타,PC,진영국토관리사무소,43,콘크리트,19.5,일반국도25호선,"49,679,000",2,고무받침,PSC중공슬래브교,,100+2@160+100,Rail-Type조인트,강재,42.6,520,160,4,,,,,,,,,,,,,
,,,,,,F8D9F2885EAF6A4BE044B099289CEB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,콘크리트,고무재,2014-01-16,4,SK건설㈜,콘크리트,2004-12-10,2014-01-16,국도25호선 대체우회도로(용동~동읍) 건설공사,㈜청석엔지니어링,DB-24,2004-01-09,2004-08-15,RC,1,1종,1,교량,덕산교,6.9,2,0.0,경상남도 창원시 의창구 동읍 덕산리,역T형,강재말뚝기초,ㅠ형식,STEEL,진영국토관리사무소,43,콘크리트,20,일반국도25호선,"39,672,000",2,고무받침,강상자형교,기타,9@45+50+2@70+3@50,Rail-Type조인트,강재,47.1,745,70,15,,,,,,,,,,,,,
