ofcNm,rutNm,fctKdCd,fctKdNm,fctCfCd,fctCfNm,fcno,fctNm,lctNm,ccwDt,dgnBgDt,dgnEdDt,dgcoNm,cwkBgDt,cwkEdDt,cstCmpNm,cwkNm,totCtco,xtsLen,xtsHg,xtsSpanCo,xtsMaxSpanLen,ftptBdt,rdwyBdt,alBdt,uplnCrtrCo,godnCrtrCo,crtrStoCo,prmsPssnLwgt,upstSpanCmpsVl,bdsfAbscNm,railngAbscNm,brdgBrktAbscNm,xpsjAbscNm,curbAbscNm,dpltAbscVl,mngdAbscVl,dgldVlCn,upstMspFrmCdCn,upstSbSpanFrmAbrNmCn,upstBrdgBrktFrmCdCn,upstXpsjFrmCdCn,lwstPierFrmCdCn,lwstPierBsCdCn,lwstBrpsFrmCdCn,tnnlXtsLen,tnnlHg,tmnsSlpeVl,algnRdcvVl,dtsbXn,ivrtInstXn,rprsFormCdCn,rprsMnCnmtCdCn,rprsAssCnmtCdCn,rprsDrnFrmCdCn,rprsPtnnFrmNmCn,albdt,bdsfabscnm,brdgbrktabscnm,ccwdt,crtrstoco,cstcmpnm,curbabscnm,cwkbgdt,cwkeddt,cwknm,dgconm,dgldvlcn,dgnbgdt,dgneddt,dpltabscvl,fctcfcd,fctcfnm,fctkdcd,fctkdnm,fctnm,ftptbdt,godncrtrco,index,lctnm,lwstbrpsfrmcdcn,lwstpierbscdcn,lwstpierfrmcdcn,mngdabscvl,ofcnm,prmspssnlwgt,railngabscnm,rdwybdt,rutnm,totctco,uplncrtrco,upstbrdgbrktfrmcdcn,upstmspfrmcdcn,upstsbspanfrmabrnmcn,upstspancmpsvl,upstxpsjfrmcdcn,xpsjabscnm,xtshg,xtslen,xtsmaxspanlen,xtsspanco,algnrdcvvl,dtsbxn,ivrtinstxn,rprsasscnmtcdcn,rprsdrnfrmcdcn,rprsformcdcn,rprsmncnmtcdcn,rprsptnnfrmnmcn,tmnsslpevl,tnnlhg,tnnlxtslen,drnfrmcdcn,totcrtrco
,,,,,,017F2520A338CB0F98899109C3F1E127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,아스팔트,,2021-12-31,4.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,강상판,0,기타,1,교량,복죽1교,0.0,2.0,0.0,전북 김제시 명덕동 580-6,라멘식,기타,기타,STEEL,전주국토관리사무소,43.0,콘크리트,20.0,일반국도23호선,"135,875,500",2.0,없음,기타,기타,1@30=30,신축이음 없음,,,30.0,30.0,1.0,,,,,,,,,,,,,
,,,,,,017F25212C92C63041C749D8850C27F0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,아스팔트,,2021-12-31,4.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,강상판,0,기타,1,교량,복죽2교,0.0,2.0,0.0,전북 김제시 복죽동 463-7,라멘식,기타,기타,RC,전주국토관리사무소,43.0,콘크리트,20.0,일반국도23호선,"135,875,500",2.0,없음,라멘교,라멘교,1@12=12,신축이음 없음,,,12.0,12.0,1.0,,,,,,,,,,,,,
,,,,,,017F2521A0A3E80974D725F1B6DB68EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,아스팔트,,2021-12-31,4.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,강상판,0,기타,1,교량,복죽3교,0.0,2.0,0.0,전북 김제시 복죽동 457-9,라멘식,기타,기타,RC,전주국토관리사무소,43.0,콘크리트,20.0,일반국도23호선,"135,875,500",2.0,없음,라멘교,라멘교,1@12=12,신축이음 없음,,,12.0,12.0,1.0,,,,,,,,,,,,,
,,,,,,017F25224310A850FB962985F3EC1D60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,아스팔트,,2021-12-31,6.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,강상판,0,기타,1,교량,흥사1교,0.0,3.0,0.0,전북 김제시 흥사동 458-6,라멘식,기타,라멘식,RC,전주국토관리사무소,43.0,콘크리트,28.0,일반국도23호선,"135,875,500",3.0,없음,라멘교,라멘교,1@12=12,신축이음 없음,,,12.0,12.0,1.0,,,,,,,,,,,,,
,,,,,,017F2524A82A3053A24976923A690EA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,아스팔트,고무재,2021-12-31,4.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,강상판,0,기타,1,교량,하서교,0.0,2.0,0.0,김제시 백산면 하서리 106-15,역T형,기타,기타,PC,전주국토관리사무소,43.0,콘크리트,20.0,일반국도23호선,"135,875,500",2.0,고무받침,기타,기타,2@30=60,RubberTop조인트,고무재,,60.0,30.0,2.0,,,,,,,,,,,,,
,,,,,,017F252518748A0FACF1C149F048DDE7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,아스팔트,고무재,2021-12-31,4.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,강상판,0,기타,1,교량,구산천교,0.0,2.0,0.0,전북 김제시 복죽동 236-31,역T형,,,PC,전주국토관리사무소,43.0,콘크리트,20.0,일반국도23호선,"135,875,500",2.0,일방향수평저항받침,기타,기타,1@48=48,모노셀조인트,고무재,,49.0,48.0,1.0,,,,,,,,,,,,,
,,,,,,017F25258CB91E0FC9DC76724724A61C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,아스팔트,고무재,2021-12-31,6.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,강상판,0,기타,1,교량,신곡교,0.0,3.0,0.0,전북 기제시 신곡동 287-19,역T형,,,PC,전주국토관리사무소,43.0,콘크리트,26.0,일반국도23호선,"135,875,500",3.0,일방향수평저항받침,기타,기타,1@30=30,모노셀조인트,고무재,,30.0,30.0,1.0,,,,,,,,,,,,,
,,,,,,017F25260DDEA338EC32DDFB9FD2CFA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,콘크리트,강재,2021-12-31,1.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,RC,2,2종,1,교량,연정램프A교,0.0,0.0,0.0,김제시 명덕동348-7,역T형,강재말뚝기초,T형교각,STEEL,전주국토관리사무소,43.0,콘크리트,7.0,일반국도23호선,"135,875,500",1.0,포트받침,강상자형교,강상자형교,3@40=105,기타,강재,,105.0,40.0,3.0,,,,,,,,,,,,,
,,,,,,017F252681D00D2698FDEF86CEA3BAB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,아스팔트,고무재,2021-12-31,1.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,강상판,0,기타,1,교량,연정램프C교,0.0,1.0,0.0,전북 김제시 명덕동 624-1,역T형,,,PC,전주국토관리사무소,43.0,콘크리트,7.0,일반국도23호선,"135,875,500",0.0,일방향수평저항받침,기타,기타,1@40=40,모노셀조인트,고무재,,40.0,40.0,1.0,,,,,,,,,,,,,
,,,,,,017F25283F6DC4C519F54D1621E9C768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,아스팔트,강재,2021-12-31,1.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,RC,0,기타,1,교량,신곡램프C교,0.0,1.0,0.0,전북 김제시,,,,STEEL,전주국토관리사무소,34.0,콘크리트,7.0,일반국도23호선,"135,875,500",0.0,없음,강상자형교,,1@53=35,신축이음 없음,고무재,,35.0,53.0,1.0,,,,,,,,,,,,,
,,,,,,017F2528B4559D9301445A72A86CA350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,아스팔트,강재,2021-12-31,1.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,RC,0,기타,1,교량,신곡램프D교,0.0,0.0,0.0,전북 김제시,,,,STEEL,전주국토관리사무소,34.0,콘크리트,7.0,일반국도23호선,"135,875,500",1.0,없음,강상자형교,,1@35=35,신축이음 없음,고무재,,35.0,35.0,1.0,,,,,,,,,,,,,
,,,,,,017F25293BAD9CF86706B714FA809DA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,아스팔트,강재,2021-12-31,1.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,RC,0,기타,1,교량,신곡램프G교,0.0,0.0,0.0,전북 김제시,,,,STEEL,전주국토관리사무소,34.0,콘크리트,7.0,일반국도23호선,"135,875,500",1.0,없음,강상자형교,,1@40=40,신축이음 없음,고무재,,40.0,40.0,1.0,,,,,,,,,,,,,
,,,,,,017F2529B176518CD178B7E35156C846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,아스팔트,강재,2021-12-31,1.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,RC,0,기타,1,교량,신곡램프H교,0.0,1.0,0.0,전북 김제시,,,,STEEL,전주국토관리사무소,34.0,콘크리트,7.0,일반국도23호선,"135,875,500",0.0,없음,강상자형교,,1@40=40,신축이음 없음,고무재,,40.0,40.0,1.0,,,,,,,,,,,,,
,,,,,,017F252A645BC823DA30560A8759FD30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,아스팔트,강재,2021-12-31,1.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,RC,0,기타,1,교량,흥사램프A교,0.0,0.0,0.0,전북 김제시 흥사동 453-8,역T형,기타,기타,STEEL,전주국토관리사무소,43.0,콘크리트,7.0,일반국도23호선,"135,875,500",1.0,포트받침,강상자형교,강상자형교,1@35=35,RubberTop조인트,고무재,,35.0,35.0,1.0,,,,,,,,,,,,,
,,,,,,017F251FED9EB079AB33F9C412F5B472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,아스팔트,,2021-12-31,6.0,에스케이에코플랜트(주),콘크리트,2009-06-29,2021-12-31,김제시관내 국도대체우회도로(흥사-연정)건설공사,(주)동일,DB-24,2001-07-01,2003-05-31,강상판,0,기타,1,교량,명덕교,0.0,3.0,0.0,전북 김제시 명덕동 401-11번지,라멘식,기타,기타,RC,전주국토관리사무소,43.0,콘크리트,28.0,일반국도23호선,"135,875,500",3.0,없음,라멘교,라멘교,1@12=12,신축이음 없음,,,12.0,12.0,1.0,,,,,,,,,,,,,
,,,,,,017E760768827665D76E6EF49545E937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,2021-12-31,2.0,국동건설㈜외 2개사,,2008-03-12,2021-12-20,국도17호선 대둔제 이설도로공사,한국농어촌공사,,2003-05-29,2006-08-21,,2,2종,2,터널,대둔터널,0.0,1.0,0.0,전라북도 완주군 운주면 산북리,,,,,전주국토관리사무소,,,8.0,일반국도17호선,"24,812,000",1.0,,,,,,,,,,,,N,N,강재지보공,배수식,마제형,NATM,면벽식,-1.0,7.4,165.0,,
,,,,,,017F85E231B97AAB29D861998A16418B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,아스팔트,고무재,2021-12-30,4.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,2,2종,1,교량,봉한천교,0.0,2.0,0.0,구미시 고아읍 봉한리,역T형,미상,기타,PC,대구국토관리사무소,0.0,콘크리트,20.0,일반국도33호선,"145,723,697",2.0,고무받침,기타,기타,1@50=50,모노셀조인트,고무재,,50.0,50.0,1.0,,,,,,,,,,,,,
,,,,,,017F85D9595BA5151568E0A85CDA9BD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,아스팔트,강재,2021-12-30,2.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",T6/D6,2005-12-29,2011-10-31,RC,1,1종,1,교량,감천교(상),0.0,0.0,0.0,구미시 선산읍 원리,역T형,강재말뚝기초,T형교각,STEEL,대구국토관리사무소,0.0,콘크리트,10.0,일반국도33호선,"145,723,697",2.0,포트받침,강상자형교,강상자형교,11@72=753,기타,강재,,753.0,72.0,11.0,,,,,,,,,,,,,
,,,,,,017F86160538F2A0C61A86507433F0CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,,2021-12-30,,(주) 태 영 건 설,,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",,2005-12-29,2011-10-31,,0,기타,3,지하차도,선산지하차도,0.0,2.0,0.0,경상북도 구미시 선산읍 동부리,,,,,대구국토관리사무소,,,20.5,일반국도33호선,"145,723,697,230",2.0,,,,,,,,85.0,,,,,,,,박스형,개착식,,,5.3,,,4.0
,,,,,,017F85E9284B3565660555D59A038122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,아스팔트,고무재,2021-12-30,2.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,0,기타,1,교량,항곡육교3,0.0,1.0,0.0,구미시 고아읍 예강리,역T형,미상,기타,PC,대구국토관리사무소,0.0,콘크리트,7.0,일반국도33호선,"145,723,697",1.0,고무받침,프리플렉스형교,프리플렉스형교,1@45=45,모노셀조인트,고무재,,45.0,45.0,1.0,,,,,,,,,,,,,
,,,,,,017F85E8EFFCD5F84EDCF22DB654212A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,아스팔트,고무재,2021-12-30,2.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,0,기타,1,교량,송림RAMP-B교,0.0,0.0,0.0,구미시 고아읍 송림리,역T형,미상,기타,PC,대구국토관리사무소,0.0,콘크리트,9.0,일반국도33호선,"145,723,697",2.0,고무받침,기타,기타,1@45=45,모노셀조인트,고무재,,45.0,45.0,1.0,,,,,,,,,,,,,
,,,,,,017F85E879D23C263383D5DA77A7C0A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,아스팔트,고무재,2021-12-30,2.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,0,기타,1,교량,송림RAMP-A교,0.0,2.0,0.0,구미시 고아읍 송림리,역T형,미상,기타,PC,대구국토관리사무소,0.0,콘크리트,9.0,일반국도33호선,"145,723,697",0.0,고무받침,기타,기타,1@45=45,모노셀조인트,고무재,,45.0,45.0,1.0,,,,,,,,,,,,,
,,,,,,017F85E6F4A28BC875BC0E80AB1FF14E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,아스팔트,고무재,2021-12-30,6.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,0,기타,1,교량,원리2교,0.0,3.0,0.0,구미시 선산읍 원리,역T형,미상,기타,PC,대구국토관리사무소,0.0,콘크리트,30.0,일반국도33호선,"145,723,697",3.0,고무받침,PSC슬래브교,PSC슬래브교,1@35=35,모노셀조인트,고무재,,35.0,35.0,1.0,,,,,,,,,,,,,
,,,,,,017F85E6B5C8AAEAF4700D91E5292D86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,아스팔트,고무재,2021-12-30,4.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,0,기타,1,교량,원리IC교,0.0,2.0,0.0,구미시 선산읍 원리,역T형,미상,기타,PC,대구국토관리사무소,0.0,콘크리트,20.0,일반국도33호선,"145,723,697",2.0,고무받침,PSC슬래브교,PSC슬래브교,1@35=35,모노셀조인트,고무재,,35.0,35.0,1.0,,,,,,,,,,,,,
,,,,,,017F85E6575E2E2013816DD473F72605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,아스팔트,고무재,2021-12-30,6.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,0,기타,1,교량,원리1교,0.0,3.0,0.0,구미시 선산읍 원리,역T형,미상,기타,RC,대구국토관리사무소,0.0,콘크리트,39.0,일반국도33호선,"145,723,697",3.0,고무받침,PSC슬래브교,기타,1@36=36,모노셀조인트,강재,,36.0,36.0,1.0,,,,,,,,,,,,,
,,,,,,017F85E3D7CBA85539E153746C2E9060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,아스팔트,고무재,2021-12-30,4.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,0,기타,1,교량,예강IC교,0.0,2.0,0.0,구미시 고아읍 예강리,역T형,미상,기타,PC,대구국토관리사무소,0.0,콘크리트,20.0,일반국도33호선,"145,723,697",2.0,고무받침,기타,기타,1@35=35,모노셀조인트,고무재,,35.0,35.0,1.0,,,,,,,,,,,,,
,,,,,,017F85E37AA5F783403939F5E4F2FD69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,아스팔트,고무재,2021-12-30,4.0,(주) 태 영 건 설,콘크리트,2012-02-24,2019-01-17,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,RC,0,기타,1,교량,항곡IC교,4.9,2.0,0.0,구미시 고아읍 항곡리,역T형,미상,기타,PC,대구국토관리사무소,0.0,콘크리트,16.0,일반국도33호선,"132,355,113",2.0,고무받침,기타,기타,0@35=35,모노셀조인트,고무재,,35.0,35.0,0.0,,,,,,,,,,,,,
,,,,,,017F85E4FE8B20E50D73B8A478B0E132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,아스팔트,고무재,2021-12-30,2.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,1,1종,1,교량,아성교(상),0.0,0.0,0.0,구미시 고아읍 예강리,역T형,기타,T형교각,PC,대구국토관리사무소,0.0,콘크리트,20.0,일반국도33호선,"145,723,697",2.0,고무받침,기타,기타,3@150=150,강핑거조인트,강재,,150.0,150.0,3.0,,,,,,,,,,,,,
,,,,,,017F85E5547C61D45700798166BCB276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,아스팔트,고무재,2021-12-30,2.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,1,1종,1,교량,아성교(하),0.0,2.0,0.0,구미시 고아읍 예강리,역T형,기타,T형교각,PC,대구국토관리사무소,0.0,콘크리트,10.0,일반국도33호선,"145,723,697",0.0,고무받침,기타,기타,3@150=150,강핑거조인트,강재,,150.0,150.0,3.0,,,,,,,,,,,,,
,,,,,,017F85E5D4DA5686D5B97D74DA11DF14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,아스팔트,강재,2021-12-30,2.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,RC,1,1종,1,교량,감천교(하),0.0,2.0,0.0,구미시 선산읍  원리,역T형,강재말뚝기초,T형교각,STEEL,대구국토관리사무소,0.0,콘크리트,10.0,일반국도33호선,"145,723,697",0.0,포트받침,강상자형교,강상자형교,11@72=753,기타,강재,,753.0,72.0,11.0,,,,,,,,,,,,,
,,,,,,017F85E7AE8FF83B27FE3D319954C30F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,아스팔트,고무재,2021-12-30,2.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",T6/D6,2005-12-29,2011-10-31,RC,1,1종,1,교량,단계천교(상),0.0,0.0,0.0,구미시 선산읍 화조리,역T형,강재말뚝기초,T형교각,STEEL,대구국토관리사무소,0.0,콘크리트,10.0,일반국도33호선,"145,723,697",2.0,고무받침,기타,기타,3@65=165,강핑거조인트,고무재,,165.0,65.0,3.0,,,,,,,,,,,,,
,,,,,,017F85E81BB7DD363DDFAA04276ADAC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,아스팔트,고무재,2021-12-30,2.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,RC,1,1종,1,교량,단계천교(하),0.0,2.0,0.0,구미시 선산읍 화조리,역T형,강재말뚝기초,T형교각,STEEL,대구국토관리사무소,0.0,콘크리트,10.0,일반국도33호선,"145,723,697",0.0,고무받침,기타,기타,3@65=165,강핑거조인트,고무재,,165.0,65.0,3.0,,,,,,,,,,,,,
,,,,,,017F85E1B8C17492E5FC53CA0B1771CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,아스팔트,,2021-12-30,4.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,강상판,0,기타,1,교량,송림1교,0.0,2.0,0.0,구미시 고아읍 송림리,라멘식,미상,라멘식,PC,대구국토관리사무소,0.0,콘크리트,20.0,일반국도33호선,"132,355,113",2.0,미상,라멘교,라멘교,1@15=15,기타,,,15.0,15.0,1.0,,,,,,,,,,,,,
,,,,,,017F85E12B0D75AD75948EA1E91F5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,아스팔트,고무재,2021-12-30,4.0,(주) 태 영 건 설,콘크리트,2012-02-24,2021-12-30,구미시관내 국도대체우회도로(구포-생곡2)건설공사,"제일엔지니어링, 동신기술개발",DB-24,2005-12-29,2011-10-31,RC,2,2종,1,교량,송림교,0.0,2.0,0.0,구미시 고아읍 송림리,역T형,기타,T형교각,PC,대구국토관리사무소,0.0,콘크리트,20.0,일반국도33호선,"145,723,697",2.0,고무받침,PSC슬래브교,PSC슬래브교,3@45=125,강핑거조인트,강재,,125.0,45.0,3.0,,,,,,,,,,,,,
,,,,,,017E091560A890B5CE4E19CDD7A4F721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,아스팔트,,2021-12-04,1.0,산수건설㈜,,2019-07-07,2021-12-04,국도1호선 장성 오월지구 교차로 개선공사,㈜원진엔지니어링건축사사무소,DB-24,2017-11-18,2018-12-31,,0,기타,1,교량,오현RAMP-A교,0.0,0.0,0.0,전라남도 장성군 북이면 오월리,역T형,,,,광주국토관리사무소,24.0,콘크리트,9.1,일반국도1호선,"828,479",1.0,,라멘교,라멘교,19.2@1,,,,19.2,19.2,1.0,,,,,,,,,,,,,
,,,,,,017E09156D16B8E364A7E4A09000D84B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,아스팔트,,2021-12-04,1.0,산수건설㈜,,2019-07-07,2021-12-04,국도1호선 장성 오월지구 교차로 개선공사,㈜원진엔지니어링건축사사무소,DB-24,2017-11-18,2018-12-31,,0,기타,1,교량,오현RAMP-B교,0.0,1.0,0.0,전라남도 장성군 북이면 오월리,역T형,,,,광주국토관리사무소,24.0,콘크리트,9.1,일반국도1호선,"895,766",0.0,,라멘교,라멘교,17.6@1,,,,17.6,17.6,1.0,,,,,,,,,,,,,
,,,,,,017FB9D240108A36EBD2C146E1553F2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,아스팔트,,2021-09-23,3.0,㈜진환,콘크리트,2019-09-26,2021-09-17,국도46호선 고성 진부2교 개축공사,(주)진화기술개발,DB-24,2019-05-15,2019-10-24,,0,기타,1,교량,진부2교,0.0,1.0,0.0,,라멘식,,,,강릉국토관리사무소,43.0,강재,10.5,일반국도46호선,"2,454,445",2.0,,라멘교,라멘교,23m,,,,23.004,23.0,1.0,,,,,,,,,,,,,
