sptno,sptto,year,totamt,otsramt,gsumtrlct,stlct,cntrdt,stwrdt,ccwdt,gongi
C2004131,3,2006년,900000000,900000000,0,0,2006-02-16,2006-02-21,2006-09-19,209.0
C2004131,2,2005년,1500000000,934000000,66000000,500000000,2005-02-01,2005-02-07,2005-12-31,326.0
C2004131,1,2004년,980000000,13000000,267000000,700000000,2004-12-17,2004-12-23,2004-12-31,7.0
C2004131,0,전체,23565000000,18907271750,548728250,4109000000,2004-12-17,2004-12-23,2012-05-12,2696.0
C2004130,3,2006년,900000000,571300000,328700000,0,2006-02-16,2006-02-21,2006-06-15,113.0
C2004130,2,2006년,1000000000,1000000000,0,0,2005-01-31,2005-02-04,2005-11-28,296.0
C2004130,1,2004년,10000000,10000000,0,0,2004-12-01,2004-12-09,2004-12-27,17.0
C2004130,0,전체,3726000000,3397300000,328700000,0,,2004-12-09,2006-11-28,718.0
C2012057,4,2015년,3957503000,3885861120,71641880,0,2015-01-20,2015-01-21,2015-12-31,343.0
C2012057,3,2014년,4374800000,3753243370,621556630,0,2014-02-12,2014-02-12,2014-12-31,321.0
C2012057,2,2013년,7085744000,5507636210,490063790,1088044000,2013-04-09,2013-04-11,2013-12-31,263.0
C2012057,1,2012년,2409000000,1997970000,302030000,109000000,2012-07-09,2012-07-12,2012-12-26,166.0
C2012057,0,전체,18005286000,15042042000,1766200000,1197044000,2012-07-09,2012-07-12,2015-12-31,1266.0
C2005023,7,2011년,1805000000,1658746400,146253600,0,2011-01-28,2011-02-08,2011-12-30,324.0
C2005023,6,2010년,3967000000,3022810020,199189980,745000000,2010-01-26,2010-01-26,2010-12-21,328.0
C2005023,5,2009년,4560000000,3406821000,204179000,949000000,2009-01-05,2009-01-05,2009-12-16,344.0
C2005023,4,2008년,1719682000,1600190950,119491050,0,2008-03-13,2008-03-13,2008-12-23,284.0
C2005023,3,2007년,2031000000,1622250450,108749550,300000000,2007-02-12,2007-02-20,2007-12-17,299.0
C2005023,2,2006년,800000000,800000000,0,0,2006-02-22,2006-03-02,2006-12-20,292.0
C2005023,1,2005년,250000000,50000000,0,200000000,2005-05-31,2005-06-08,2005-11-28,172.0
C2005023,0,전체,15708000000,12514000000,794000000,2400000000,2005-05-31,2005-06-08,2011-12-30,2395.0
C2017049,4,2020년,4474524000,3411519330,1063004670,0,2020-01-16,2020-01-20,2020-10-22,275.0
C2017049,3,2019년,4655000000,2932160000,367840000,1355000000,2019-12-09,2019-01-28,2019-12-10,315.0
C2017049,2,2018년,1530000000,1056816670,273183330,200000000,2018-01-22,2018-02-01,2018-12-27,328.0
C2017049,1,2017년,100000000,100000000,0,0,2017-10-31,2017-11-08,2017-12-14,35.0
C2017049,0,전체,10310000000,7648002890,1628997110,1033000000,2017-10-31,2017-11-08,2020-10-22,1078.0
C2017050,4,2020년,3016012280,1974806130,915206150,126000000,2020-01-14,2020-01-20,2020-10-22,275.0
C2017050,3,2019년,4472000000,2935250000,564750000,972000000,2019-01-25,2019-01-28,2019-12-10,315.0
C2017050,2,2018년,1007623870,1007623870,0,0,2018-01-22,2018-02-01,2018-12-10,311.0
C2017050,1,2018년,100000000,100000000,0,0,2017-10-30,2017-11-08,2017-12-14,35.0
C2017050,0,전체,8992012280,6017680000,1802332280,1172000000,2017-10-30,2017-11-08,2020-10-22,1078.0
C2009078,5,2014년,2298000000,1898000000,0,400000000,2013-09-04,2013-09-09,2014-04-16,218.0
C2009078,4,2013년,3000000000,3000000000,0,0,2012-07-10,2012-07-11,2013-08-26,410.0
C2009078,3,2012년,9502000000,9502000000,0,0,2011-02-09,2011-02-10,2012-09-30,597.0
C2009078,2,2011년,6618000000,6618000000,0,0,2009-05-06,2010-02-04,2011-10-14,616.0
C2009078,1,2010년,23190000000,6090000000,0,17100000000,2009-05-06,2009-05-14,2010-10-21,524.0
C2009078,0,전체,41013280000,23913280000,0,17100000000,2009-05-06,2009-05-14,2014-04-18,1799.0
C2017035,7,2023년,22591000000,15633000000,6958000000,0,2022-01-24,2022-01-25,2023-01-12,351.0
C2017035,6,2022년,10834000000,8924991510,1909008490,0,2021-01-12,2021-01-13,2022-01-02,353.0
C2017035,5,2021년,17891000000,9688710010,1262289990,6940000000,2020-01-08,2020-01-13,2021-03-31,442.0
C2017035,4,2020년,13432000000,7067623970,1364376030,5000000000,2019-01-21,2019-01-22,2020-01-06,348.0
C2017035,3,2019년,7203000000,4460080020,503919980,2239000000,2018-01-12,2018-01-15,2019-04-14,453.0
C2017035,2,2018년,1000000000,1000000000,0,0,2017-06-19,2017-06-20,2018-09-24,460.0
C2017035,1,2017년,510000000,10000000,0,500000000,2017-04-27,2017-04-28,2017-06-26,58.0
C2017035,0,전체,113221000000,71102000000,24940000000,17179000000,2017-04-27,2017-04-28,2024-03-21,2518.0
C2006015,4,2017년,132775200000,72642200000,0,60133000000,2008-02-25,2008-02-25,2017-06-27,3409.0
C2006015,3,2008년,9500000000,7500000000,0,2000000000,2007-02-22,2007-02-26,2007-12-26,302.0
C2006015,2,2007년,3430000000,1500000000,0,1930000000,2006-04-18,2006-04-20,2006-12-20,243.0
C2006015,1,2007년,10000000,10000000,0,0,2006-03-09,2006-03-16,2006-06-26,101.0
C2006015,0,전체,146284200000,81652200000,0,64632000000,2006-03-09,2006-03-16,2017-04-30,4062.0
C2000002,7,2010년,122781000000,103392000000,440000000,18949000000,2005-02-11,2005-02-14,2010-12-27,2141.0
C2000002,6,2004년,8500000000,7200000000,0,1300000000,2004-02-09,2004-02-10,,324.0
C2000002,5,2004년,8888000000,7500000000,0,1388000000,2003-01-28,2003-02-05,,381.0
C2000002,4,2002년,6500000000,5000000000,0,1500000000,2002-01-29,2002-01-30,,326.0
C2000002,3,2001년,11500000000,7800000000,0,3700000000,2001-02-24,2001-03-03,,299.0
C2000002,2,2001년,2800000000,800000000,0,2000000000,2000-07-27,2000-07-31,,213.0
C2000002,1,2000년,810000000,10000000,0,800000000,2000-02-28,2000-03-02,,149.0
C2000002,0,전체,158879000000,131702000000,440000000,26737000000,2000-02-28,2000-03-02,2010-12-27,3951.0
C2009071,2,2017년,98270543170,84500795710,509804290,13259943170,2010-01-27,2010-01-27,2017-09-29,2801.0
C2009071,1,2010년,6000000000,4000000000,0,2000000000,2009-06-25,2009-07-01,2010-09-27,452.0
C2009071,0,전체,104822747460,89013100000,549704290,15259943170,2009-06-25,2009-07-01,2017-09-29,3011.0
C2016016,7,2021년,4015255300,3456214670,559040630,0,2021-03-15,2021-03-17,2021-07-02,106.0
C2016016,6,2021년,6413203000,4069370000,2343833000,0,2020-01-08,2020-01-14,2021-03-22,432.0
C2016016,5,2019년,6199400000,6199400000,0,0,2019-01-18,2019-01-22,2019-12-31,342.0
C2016016,4,2019년,5873592960,5873592960,0,0,2018-01-10,2018-01-10,2019-05-31,505.0
C2016016,3,2017년,5929601760,4970342955,787258805,172000000,2017-01-17,2017-01-18,2017-12-22,337.0
C2016016,2,2016년,1807000000,640900000,166100000,1000000000,2016-05-27,2016-05-30,2016-12-25,208.0
C2016016,1,2016년,11000000,11000000,0,0,2016-03-29,2016-04-04,2016-08-01,118.0
C2016016,0,전체,40123622080,26015959335,9509662745,4598000000,2016-03-29,2016-04-04,2021-07-02,1914.0
C2004141,0,전체,109722000,109722000,0,0,2004-11-18,2004-11-18,2013-04-10,3064.0
C2009010,9,2017년,10583760000,10583760000,0,0,2016-01-18,2016-01-18,2017-01-07,354.0
C2009010,8,2015년,10909400000,10909400000,0,0,2015-01-23,2015-02-09,2015-12-20,313.0
C2009010,7,2014년,4325500000,3886000000,34500000,405000000,2014-02-27,2014-02-28,2014-12-31,305.0
C2009010,6,2014년,9903000000,6705400000,194600000,3003000000,2013-02-22,2013-02-25,2014-06-27,486.0
C2009010,5,2013년,4000000000,3906000000,94000000,0,2012-02-03,2012-02-07,2013-05-05,452.0
C2009010,4,2012년,3500000000,2534000000,66000000,900000000,2011-01-28,2011-01-31,2012-07-23,538.0
C2009010,3,2011년,4236000000,2820000000,30000000,1386000000,2010-01-20,2010-01-25,2011-10-15,627.0
C2009010,2,2010년,11100000000,5902000000,98000000,5100000000,2009-06-10,2009-06-11,2010-12-11,547.0
C2009010,10,2017년,7493000000,7256080900,236919100,0,2017-01-16,2017-01-17,2017-12-31,347.0
C2009010,1,2009년,260000000,10000000,0,250000000,2009-02-23,2009-02-24,2009-06-24,119.0
C2009010,0,전체,65156500000,54512640900,1042859100,9601000000,2015-12-18,2009-02-24,2017-12-31,3231.0
C2009016,3,2016년,92701000000,88239000000,0,4462000000,2010-01-27,2010-01-27,2016-12-30,2528.0
C2009016,2,2010년,13000000000,8861000000,39000000,4100000000,2009-06-08,2009-06-09,2010-10-02,479.0
C2009016,1,2009년,1260000000,10000000,0,1250000000,2009-02-23,2009-02-25,2009-06-25,119.0
C2009016,0,전체,112273000000,101027000000,0,11246000000,2009-02-23,2009-02-25,2016-12-30,2864.0
C2019016,4,2021년,5554000000,4335408000,1064592000,154000000,2021-02-01,2021-02-01,2021-12-27,328.0
C2019016,3,2021년,3893850000,3389650000,504200000,0,2020-01-21,2020-01-22,2021-01-15,358.0
C2019016,2,2019년,1344570000,1344570000,0,0,2019-04-22,2019-04-22,2019-12-31,252.0
C2019016,1,2019년,1000000,1000000,0,0,2019-03-14,2019-03-18,2019-04-16,28.0
C2019016,0,전체,23499090000,15218720000,7065700000,1214670000,2019-03-14,2019-03-18,2024-02-19,1798.0
C2005041,9,2014년,9192000000,9047556960,144443040,0,2013-06-24,2013-04-15,2014-01-09,268.0
C2005041,8,2012년,8381000000,4642629940,333370060,3405000000,2012-02-06,2012-02-06,2012-12-31,328.0
C2005041,7,2011년,5500000000,4445277920,54722080,1000000000,2011-12-12,2011-03-31,2011-12-31,274.0
C2005041,6,2010년,8448489060,3309150000,332000000,4807339060,2010-01-25,2010-02-01,2010-12-31,332.0
C2005041,5,2009년,3726490000,2217980000,228510000,1280000000,2008-12-30,2009-01-05,2009-12-31,359.0
C2005041,4,2009년,3652284000,2646574000,345710000,660000000,2008-02-25,2008-02-27,2008-12-18,294.0
C2005041,3,2008년,3821600000,2248000000,288600000,1285000000,2007-02-26,2007-02-26,2007-12-31,307.0
C2005041,2,2007년,1750000000,1000000000,0,750000000,2006-02-21,2006-02-24,2006-11-30,278.0
C2005041,1,2006년,50000000,50000000,0,0,2005-02-20,2005-10-25,2006-02-22,119.0
C2005041,0,전체,32734922000,31167290000,1567632000,0,2013-06-24,2005-10-25,2013-12-31,2988.0
C2013940,9,2019년,10075497820,10075497820,0,0,2019-06-21,2019-06-21,2019-12-31,192.0
C2013940,8,2019년,13329000000,11895680504,1433319496,0,2018-02-14,2018-02-19,2019-07-20,515.0
C2013940,7,2017년,18300000000,15867396270,1439603730,993000000,2017-01-18,2017-01-18,2017-12-31,346.0
C2013940,6,2017년,12275000000,11581729500,693270500,0,2016-02-01,2016-02-01,2017-01-18,351.0
C2013940,5,2015년,6888000000,2432399190,346600810,4109000000,2015-06-16,2015-06-17,2015-12-28,193.0
C2013940,4,2015년,1789000000,1695593560,93406440,0,2015-08-31,2015-01-26,2015-09-04,220.0
C2013940,3,2015년,14752000000,22408990,47591010,14682000000,2014-12-08,2014-12-08,2015-01-06,28.0
C2013940,2,2015년,26334104870,937540920,294563950,25102000000,2013-11-05,2013-11-08,2015-01-17,434.0
C2013940,10,2020년,13951000000,10570780640,3380219360,0,2020-01-17,2020-01-20,2020-12-06,320.0
C2013940,1,2013년,10000000,10000000,0,0,2013-04-10,2013-04-15,2013-12-18,246.0
C2013940,0,전체,129692716970,67176000000,11099716970,51417000000,2013-04-10,2013-04-15,2020-12-06,2791.0
C2014003,8,2020년,12083772000,12083772000,0,0,2020-01-14,2020-01-14,2020-12-31,351.0
C2014003,7,2019년,9609206000,7682330200,1130875800,796000000,2019-02-26,2019-02-26,2019-12-31,307.0
C2014003,6,2018년,2892571360,2892571360,0,0,2018-02-23,2018-02-26,2018-12-21,297.0
C2014003,5,2018년,7593000000,7181521630,411478370,0,2017-01-24,2017-01-25,2018-01-19,358.0
C2014003,4,2016년,11475000000,10596841780,878158220,0,2016-02-18,2016-02-22,2016-12-31,312.0
C2014003,3,2015년,25056790780,8212569820,749220960,16095000000,2015-12-23,2015-01-30,2015-12-31,334.0
C2014003,2,2014년,20464658460,7820000000,144658460,12500000000,2014-04-15,2014-04-16,2014-12-31,258.0
C2014003,1,2014년,14295000000,10000000,0,14285000000,2014-01-07,2014-01-14,2014-02-12,28.0
C2014003,0,전체,109200785900,50598295900,10850490000,47752000000,2019-02-26,2019-02-26,2020-12-31,673.0
C1997002,0,전체,124850000000,124850000000,0,0,1997-12-10,1997-12-17,2006-12-31,3300.0
C1996001,6,2006년,95138000000,86683000000,0,8455000000,2001-03-07,2001-03-09,,2122.0
C1996001,5,2000년,12600000000,11100000000,0,1500000000,2000-02-14,2000-02-17,2000-12-20,306.0
C1996001,4,1999년,14134000000,11108000000,0,3026000000,1999-02-02,1999-02-08,1999-12-23,317.0
C1996001,3,1998년,14074000000,9800000000,0,4274000000,1998-03-11,1998-03-14,1998-12-21,281.0
C1996001,2,1997년,6480000000,2100000000,0,4380000000,1997-03-24,1997-03-24,1997-12-26,276.0
C1996001,1,1997년,100000000,100000000,0,0,1996-12-30,1996-12-31,1997-12-01,334.0
C1996001,0,전체,142526000000,120891000000,0,21635000000,1996-12-30,1996-12-31,2006-12-31,3651.0
C2020032,3,2023년,4090000000,2128835000,184165000,1777000000,2022-01-20,2022-02-03,2023-01-09,339.0
C2020032,2,2021년,2504817000,392436000,7564000,2104817000,2021-06-03,2021-06-11,2021-12-09,180.0
C2020032,1,2021년,147000000,47000000,0,100000000,2020-11-09,2020-12-01,2020-12-18,16.0
C2020032,0,전체,11089792000,4387300000,1326492000,5376000000,2020-11-09,2020-12-01,2023-05-19,898.0
C1999003,9,2008년,7701000000,7701000000,0,0,2007-02-23,2007-02-26,2007-12-31,307.0
C1999003,8,2007년,7770000000,7770000000,0,0,2006-02-17,2006-02-20,2006-12-31,313.0
C1999003,7,2005년,4020000000,4020000000,0,0,2005-01-28,2005-02-01,2005-12-28,329.0
C1999003,6,2004년,2420000000,2420000000,0,0,2004-02-25,2004-02-26,2004-12-31,308.0
C1999003,5,2003년,7579000000,7579000000,0,0,2003-01-30,2003-02-05,2004-05-09,458.0
C1999003,4,2002년,6342700000,6342700000,0,0,2002-01-24,2002-01-30,2002-12-26,329.0
C1999003,3,2001년,7932000000,7932000000,0,0,2001-02-21,2001-02-23,2001-12-31,310.0
C1999003,2,2000년,3000000000,3000000000,0,0,2000-02-19,2000-02-21,2000-12-31,313.0
C1999003,13,2012년,23151000000,22653000000,0,498000000,2011-02-14,2011-02-15,2012-06-30,500.0
C1999003,12,2010년,19300000000,19300000000,0,0,2010-01-26,2010-01-27,2011-01-08,345.0
C1999003,11,2010년,12000000000,12000000000,0,0,2009-01-12,2009-01-12,2010-01-11,363.0
C1999003,10,2008년,10000000000,10000000000,0,0,2008-02-19,2008-02-20,2008-12-31,314.0
C1999003,1,1999년,80000000,80000000,0,0,1999-09-10,1999-09-15,1999-12-31,106.0
C1999003,0,전체,137336700000,110797700000,0,26539000000,1999-09-10,1999-09-15,2012-06-30,4671.0
C2008004,9,2016년,9704382800,9704382800,0,0,2015-01-26,2015-01-29,2016-03-31,426.0
C2008004,8,2015년,1295847000,1295847000,0,0,2014-02-24,2014-02-25,2015-04-06,404.0
C2008004,7,2014년,9696000000,9572380000,13620000,110000000,2013-02-08,2013-02-19,2014-09-26,583.0
C2008004,6,2013년,12985000000,12485000000,0,500000000,2012-02-08,2012-02-10,2013-06-30,505.0
C2008004,5,2011년,7795800000,6795800000,0,1000000000,2011-02-28,2011-03-02,2012-02-24,358.0
C2008004,4,2011년,9031000000,7929000000,0,1102000000,2010-01-21,2010-01-27,2011-01-21,358.0
C2008004,3,2010년,9963000000,4983000000,0,4980000000,2010-01-25,2010-01-25,2009-12-18,-39.0
C2008004,2,2009년,1000000000,1000000000,0,0,2009-02-10,2009-02-13,2008-12-31,-45.0
C2008004,1,2008년,5000000,5000000,0,0,2008-10-20,2008-10-21,2008-05-26,-149.0
C2008004,0,전체,72587000000,53701000000,0,18886000000,2008-03-28,2008-03-28,2016-04-05,2929.0
C2004075,7,2015년,80837000000,80837000000,0,0,2009-01-08,2009-01-15,2014-12-31,2175.0
C2004075,6,2008년,5783000000,5484000000,0,299000000,2008-02-18,2008-02-25,2008-12-17,295.0
C2004075,5,2007년,10313000000,9920000000,0,393000000,2007-02-22,2007-02-26,2007-12-18,294.0
C2004075,4,2007년,8166000000,5690000000,0,2476000000,2006-02-20,2006-02-22,2007-03-07,377.0
C2004075,3,2006년,9514000000,6750000000,0,2764000000,2005-01-29,2005-02-03,2006-06-27,508.0
C2004075,2,2004년,2113000000,500000000,0,1613000000,2004-06-30,2004-07-07,2004-12-24,169.0
C2004075,1,2004년,110000000,10000000,0,100000000,2004-04-08,2004-04-10,2004-09-08,150.0
C2004075,0,전체,119950000000,107346000000,0,12604000000,2004-04-08,2004-04-10,2015-03-31,4006.0
C2020033,2,2022년,4249000000,3237600000,692400000,319000000,2021-01-27,2021-02-01,2022-03-04,395.0
C2020033,1,2021년,14000000,14000000,0,0,2020-11-10,2020-12-01,2021-01-29,58.0
C2020033,0,전체,10842122000,6712790000,2211332000,1918000000,2020-11-10,2020-12-01,2023-11-15,1078.0
C2004062,9,2012년,2531000000,2531000000,0,0,2012-02-09,2012-02-20,2012-12-30,313.0
C2004062,8,2012년,7140000000,6890000000,0,250000000,2011-02-18,2011-02-18,2012-06-12,479.0
C2004062,7,2010년,10000000000,9964000000,36000000,0,2010-01-22,2010-01-26,2010-12-22,329.0
C2004062,6,2010년,19147000000,15608000000,52000000,3487000000,2008-12-30,2009-01-02,2010-05-24,506.0
C2004062,5,2008년,13837000000,9975000000,25000000,3837000000,2008-02-05,2008-02-05,2008-12-24,322.0
C2004062,4,2007년,8400000000,5848000000,52000000,2500000000,2007-02-20,2007-02-23,2007-12-24,303.0
C2004062,3,2006년,9340000000,5867000000,0,3473000000,2006-02-23,2006-02-24,2006-12-26,304.0
C2004062,2,2005년,5372000000,2000000000,0,3372000000,2005-01-31,2005-02-04,2005-12-22,320.0
C2004062,1,2004년,3510000000,10000000,0,3500000000,2004-09-24,2004-10-01,2004-12-22,81.0
C2004062,0,전체,79738500000,57666000000,173500000,21899000000,2011-12-26,2004-10-01,2012-12-31,3012.0
C2009081,2,2018년,96904731000,64242700000,7656031000,25006000000,2010-01-21,2010-01-26,2018-02-20,2946.0
C2009081,1,2009년,1000000000,500000000,0,500000000,2009-04-03,2009-04-09,2009-12-14,248.0
C2009081,0,전체,97904731000,64742700000,7656031000,25506000000,2009-04-03,2009-04-09,2018-02-20,3238.0
C2005072,4,2014년,78579000000,78579000000,0,0,2008-02-11,2008-02-14,2014-11-14,2464.0
C2005072,3,2007년,4600000000,4600000000,0,0,2007-02-21,2007-02-26,2007-12-18,294.0
C2005072,2,2006년,1500000000,1500000000,0,0,2006-02-10,2006-02-14,2006-12-20,308.0
C2005072,1,2005년,10000000,10000000,0,0,2005-12-26,2005-12-26,2005-12-31,4.0
C2005072,0,전체,84689000000,84689000000,0,0,2005-12-26,2005-12-26,2014-11-14,3244.0
C2003041,5,2011년,59234689200,59234689200,0,0,2007-02-14,2007-02-22,2012-11-28,2105.0
C2003041,4,2007년,5194000000,5194000000,0,0,2006-02-17,2006-02-21,2006-12-22,303.0
C2003041,3,2006년,4715000000,4715000000,0,0,2005-02-05,2005-02-15,2005-12-31,318.0
C2003041,2,2004년,3100000000,3100000000,0,0,2004-02-09,2004-02-16,2004-12-12,299.0
C2003041,1,2004년,50000000,50000000,0,0,2003-09-16,2003-09-25,2003-12-31,96.0
C2003041,0,전체,72341689200,72341689200,0,0,2003-09-16,2003-09-25,2012-11-28,3351.0
C2004063,4,2012년,75212000000,70867393000,211607000,4133000000,2007-02-15,2007-02-22,2012-12-28,2135.0
C2004063,3,2007년,4576000000,4576000000,0,0,2006-02-21,2006-02-21,2006-12-18,299.0
C2004063,2,2006년,5600000000,5600000000,0,0,2005-02-05,2005-02-15,2005-12-23,310.0
C2004063,1,2005년,10000000,10000000,0,0,2004-10-16,2004-10-20,2004-12-28,68.0
C2004063,0,전체,86814000000,76055393000,211607000,10547000000,2004-10-16,2004-10-20,2012-12-28,2990.0
C2002027,4,2006년,14128000000,14128000000,0,0,2005-02-05,2005-02-15,,588.0
C2002027,3,2004년,7000000000,7000000000,0,0,2004-02-10,2004-02-16,2004-12-31,318.0
C2002027,2,2003년,6000000000,6000000000,0,0,2003-01-23,2003-01-30,2003-12-31,334.0
C2002027,1,2002년,601000000,601000000,0,0,2002-09-06,2002-09-13,2002-12-31,108.0
C2002027,0,전체,27729000000,27729000000,0,0,2002-09-06,2002-09-13,2006-09-12,1459.0
C2005050,9,2013년,301000000,294561600,6438400,0,2013-03-27,2013-03-27,2013-12-31,278.0
C2005050,8,2012년,3310000000,3178430000,131570000,0,2012-02-03,2012-02-07,2012-12-31,327.0
C2005050,7,2012년,2172000000,1997078400,2921600,172000000,2011-02-17,2011-02-18,2011-12-31,315.0
C2005050,6,2010년,6531000000,6531000000,0,0,2010-02-09,2010-02-10,2010-12-31,323.0
C2005050,5,2009년,5460100000,5460100000,0,0,2009-01-05,2009-01-05,2009-12-16,344.0
C2005050,4,2009년,4430100000,4430100000,0,0,2008-04-03,2008-04-03,2008-12-18,258.0
C2005050,3,2008년,1973500000,1973500000,0,0,2007-03-27,2007-03-29,2007-12-18,263.0
C2005050,2,2007년,30000000,30000000,0,0,2006-03-06,2006-03-09,2006-09-29,203.0
C2005050,11,2016년,4774000000,3174816290,753183710,846000000,2015-12-24,2015-07-22,2016-04-22,274.0
C2005050,10,2015년,8515000000,949100000,2900000,7563000000,2014-09-01,2014-09-01,2015-02-11,162.0
C2005050,1,2006년,20000000,20000000,0,0,2005-12-27,2005-12-29,2006-04-03,94.0
C2005050,0,전체,53776259500,28405755000,3813504500,21557000000,2005-12-27,2005-12-29,2016-04-22,3766.0
C2003001,2,2009년,87629000000,87629000000,0,0,2002-12-31,2003-02-11,,2514.0
C2003001,1,2003년,57000000,10000000,0,47000000,2002-12-31,2003-02-07,,177.0
C2003001,0,전체,87639000000,87639000000,0,0,2002-12-31,2002-12-31,2009-12-31,2556.0
C2003099,6,2008년,1961456000,1802100000,159356000,0,2008-02-25,2008-02-27,2008-10-08,223.0
C2003099,5,2007년,5170100000,4864400000,305700000,0,2007-02-23,2007-02-26,2007-12-21,297.0
C2003099,4,2007년,13993699000,1500000000,0,12493699000,2006-02-20,2006-02-21,2006-11-28,279.0
C2003099,3,2005년,4530319000,1397600000,602400000,2530319000,2005-01-28,2005-02-02,2005-12-20,320.0
C2003099,2,2004년,6120012000,2477500000,522500000,3120012000,2004-02-10,2004-02-16,2004-12-20,307.0
C2003099,1,2003년,150000000,150000000,0,0,2003-07-15,2003-07-22,2003-12-23,153.0
C2003099,0,전체,31925586000,12191600000,1589956000,18144030000,2003-07-15,2003-07-22,2008-12-30,1987.0
C2005095,2,2006년,1200000000,1200000000,0,0,2006-02-20,2006-02-28,,303.0
C2005095,1,2005년,5000000,5000000,0,0,2005-12-01,2005-12-20,2005-12-30,9.0
C2005095,0,전체,4809281000,4809281000,0,0,2005-12-12,2005-12-20,2009-12-01,1441.0
C2014015,8,2020년,25572000000,18029370000,7542630000,0,2020-01-13,2020-01-15,2020-12-31,350.0
C2014015,7,2020년,19287000000,12682762350,6604237650,0,2019-01-11,2019-01-14,2020-01-08,358.0
C2014015,6,2019년,19723000000,16164464030,3558535970,0,2018-01-15,2018-01-15,2019-05-28,497.0
C2014015,5,2018년,20224000000,11679500000,7499500000,1045000000,2017-01-17,2017-01-18,2018-05-31,497.0
C2014015,4,2017년,32297000000,9057183790,2002816210,21237000000,2017-02-10,2016-01-18,2017-07-23,551.0
C2014015,3,2015년,60401000000,3102000000,424000000,56875000000,2015-12-19,2015-01-26,2015-12-21,328.0
C2014015,2,2014년,19080000000,80000000,0,19000000000,2014-10-01,2014-10-01,2014-12-23,82.0
C2014015,1,2014년,300000000,300000000,0,0,2014-03-03,2014-03-03,2014-09-30,210.0
C2014015,0,전체,243841545000,116014400000,37586145000,90241000000,2017-12-21,2014-03-03,2021-09-24,2761.0
C2013943,9,2020년,17110000000,16259622240,850377760,0,2020-01-13,2020-01-15,2020-12-31,350.0
C2013943,8,2019년,17189000000,13768207310,3420792690,0,2019-01-14,2019-01-14,2019-12-31,350.0
C2013943,7,2018년,17950000000,12743558630,5206441370,0,2018-01-16,2018-01-17,2018-12-31,347.0
C2013943,6,2017년,21753000000,20801640267,951359733,0,2017-01-16,2017-01-16,2017-12-31,348.0
C2013943,5,2016년,20764000000,20465322100,298677900,0,2016-01-15,2016-01-18,2016-12-31,347.0
C2013943,4,2016년,6700000000,6663978810,36021190,0,2015-01-23,2015-01-23,2016-01-17,358.0
C2013943,3,2015년,300000000,300000000,0,0,2014-06-20,2014-06-20,2015-06-14,358.0
C2013943,2,2014년,500000000,379245000,120755000,0,2013-11-01,2013-11-11,2014-05-09,178.0
C2013943,11,2023년,15000000000,14157760000,842240000,0,2022-01-21,2022-02-03,2023-01-17,347.0
C2013943,10,2022년,26947000000,23472534000,3474466000,0,2021-01-14,2021-01-18,2022-06-30,527.0
C2013943,1,2013년,20000000,20000000,0,0,2013-05-13,2013-06-03,2013-08-31,88.0
C2013943,0,전체,164355000000,137870237000,14464886000,12019877000,2013-05-13,2013-06-03,2023-05-02,3619.0
C2016018,7,2023년,27304010200,21913075150,5390935050,0,2022-02-16,2022-02-17,2023-02-01,348.0
C2016018,6,2022년,20669000000,17103316560,3565683440,0,2021-01-18,2021-01-18,2022-01-02,348.0
C2016018,5,2020년,17569723920,17569723920,0,0,2020-01-14,2020-01-15,2020-12-29,348.0
C2016018,4,2020년,25703400000,18071561650,3697838350,3934000000,2019-01-14,2019-01-21,2020-01-05,348.0
C2016018,3,2019년,15405800000,12995847560,1409952440,1000000000,2018-06-25,2018-06-26,2019-06-10,348.0
C2016018,2,2018년,28264200000,7959302900,1404897100,18900000000,2017-06-22,2017-06-23,2018-06-07,348.0
C2016018,1,2016년,3314000000,2767104920,546895080,0,2016-06-22,2016-04-22,2016-12-17,238.0
C2016018,0,전체,112543100000,112543100000,0,0,2016-04-21,2016-04-22,2023-03-16,2518.0
C2020004,3,2022년,14969000000,3536800000,1306200000,10126000000,2021-01-11,2021-01-25,2022-01-24,363.0
C2020004,2,2020년,8648000000,650421300,65578700,7932000000,2020-02-12,2020-02-17,2021-01-11,328.0
C2020004,1,2020년,10000000,10000000,0,0,2019-12-26,2019-12-27,2020-04-29,123.0
C2020004,0,전체,39489000000,8515700000,7588300000,23385000000,2019-12-26,2019-12-27,2023-12-05,1438.0
C1997021,0,전체,141015000000,141015000000,0,0,1997-12-10,1997-12-10,2004-08-13,2437.0
C2002031,9,2010년,1966530000,1966530000,0,0,2010-02-22,2010-02-23,2010-12-30,309.0
C2002031,8,2009년,13763000000,13763000000,0,0,2008-12-29,2009-01-02,2009-12-31,362.0
C2002031,7,2008년,9000000000,9000000000,0,0,2008-02-04,2008-02-05,,329.0
C2002031,6,2007년,11474000000,11474000000,0,0,2007-02-13,2007-02-22,,309.0
C2002031,5,2007년,6556000000,6556000000,0,0,2006-02-14,2006-02-23,,329.0
C2002031,4,2006년,9880000000,9880000000,0,0,2005-02-02,2005-02-03,,359.0
C2002031,3,2004년,6100000000,6100000000,0,0,2004-02-06,2004-02-12,,322.0
C2002031,2,2004년,2000000000,2000000000,0,0,2003-02-07,2003-02-12,,388.0
C2002031,11,2013년,12422454000,12422454000,0,0,2012-02-02,2012-02-07,2013-05-31,478.0
