sptno,sptto,year,totamt,otsramt,gsumtrlct,stlct,cntrdt,stwrdt,ccwdt,gongi
C2003019,3,2005년,2312000000,2142090000,169910000,0,2005-02-03,2005-02-14,2005-12-31,319.0
C2003019,2,2004년,667000000,667000000,0,0,2004-02-25,2004-02-25,2004-12-31,309.0
C2003019,1,2003년,943000000,943000000,0,0,2003-05-02,2003-05-06,2003-12-31,238.0
C2003019,0,전체,10850154000,10680244000,169910000,0,,2003-05-06,2008-12-31,2065.0
C2013942,6,2018년,16771000000,9304047600,4736026110,2730926290,2017-01-04,2017-01-09,2018-06-04,510.0
C2013942,5,2017년,11764000000,7735469900,3268530100,760000000,2016-01-14,2016-01-15,2017-05-27,497.0
C2013942,4,2015년,12058000000,5039817000,889183000,6129000000,2015-02-03,2015-02-04,2015-12-30,328.0
C2013942,3,2014년,7997800000,1997130000,708670000,5292000000,2014-06-19,2014-06-23,2014-12-29,188.0
C2013942,2,2014년,2323000000,1956000000,229000000,138000000,2013-06-24,2013-06-26,2014-09-18,448.0
C2013942,1,2013년,20000000,20000000,0,0,2013-03-22,2013-03-25,2013-06-22,88.0
C2013942,0,전체,51442000000,26104606500,8791879110,16545514390,2013-03-22,2013-03-25,2018-06-10,1902.0
C2003107,2,년,800000000,800000000,0,0,,,,
C2003107,1,년,1500000000,1004000000,96000000,400000000,,,,
C2003107,0,전체,2300000000,1804000000,96000000,400000000,2003-06-26,2003-06-26,2005-12-31,918.0
C2003007,3,2010년,127119000000,127119000000,0,0,2005-01-25,2005-01-28,,2162.0
C2003007,2,2004년,11439000000,7652000000,0,3787000000,2004-02-03,2004-02-09,2004-12-17,311.0
C2003007,1,2004년,4594000000,2997000000,0,1597000000,2003-10-27,2003-10-30,2004-10-03,338.0
C2003007,0,전체,145541000000,136813000000,0,8728000000,2003-10-27,2003-10-30,2010-12-31,2618.0
C2007036,4,2014년,110454000000,64605016000,4239984000,41609000000,2009-01-12,2009-01-13,2014-12-31,2177.0
C2007036,3,2009년,13400000000,3000000000,0,10400000000,2008-02-21,2008-02-27,2009-02-26,364.0
C2007036,2,2008년,400000000,400000000,0,0,2007-10-16,2007-10-22,2008-04-19,179.0
C2007036,1,2007년,15000000,15000000,0,0,2007-04-03,2007-04-09,2007-10-05,178.0
C2007036,0,전체,120419000000,62750000000,0,57669000000,2007-04-03,2007-04-09,2014-12-31,2822.0
C2009070,6,2015년,117832500000,117832500000,0,0,2013-02-20,2013-02-25,2021-12-31,3230.0
C2009070,5,2013년,3100000000,3022000000,78000000,0,2012-02-03,2012-02-07,2013-10-11,611.0
C2009070,4,2012년,6920000000,6920000000,0,0,2012-11-07,2011-02-15,2012-10-31,623.0
C2009070,3,2011년,8211000000,7551000000,0,660000000,2010-01-25,2010-01-28,2011-07-27,544.0
C2009070,2,2009년,6425000000,500000000,0,5925000000,2009-07-30,2009-08-03,2009-12-31,149.0
C2009070,1,2009년,50000000,50000000,0,0,2009-06-26,2009-06-29,2009-08-21,52.0
C2009070,0,전체,143160500000,135875500000,0,7285000000,2009-06-26,2009-06-29,2021-12-31,4567.0
C2007040,4,2015년,84885625700,66547625700,0,18338000000,2009-01-12,2009-01-16,2015-12-31,2539.0
C2007040,3,2008년,4095000000,2500000000,0,1595000000,2008-02-26,2008-02-29,2008-12-30,304.0
C2007040,2,2008년,500000000,500000000,0,0,2007-07-24,2007-07-27,2008-07-13,351.0
C2007040,1,2007년,5000000,5000000,0,0,2007-05-16,2007-05-21,2007-07-20,59.0
C2007040,0,전체,89485625700,69552625700,0,19933000000,2007-05-16,2007-05-21,2015-12-31,3145.0
C2007043,4,2015년,81784901900,69718901900,0,12066000000,2014-12-19,2009-01-13,2015-12-31,2542.0
C2007043,3,2009년,5700000000,2500000000,0,3200000000,2008-02-25,2008-02-27,2009-02-21,359.0
C2007043,2,2008년,500000000,500000000,0,0,2007-07-25,2007-07-26,2008-01-06,163.0
C2007043,1,2007년,5000000,5000000,0,0,2007-06-07,2007-06-08,2007-08-07,59.0
C2007043,0,전체,89579901900,72723901900,0,16856000000,2007-06-07,2007-06-08,2015-12-31,3127.0
C2018036,4,2022년,11130000000,6169210000,3658790000,1302000000,2021-01-15,2021-01-18,2022-04-07,443.0
C2018036,3,2020년,6608000000,2948570000,551430000,3108000000,2020-01-13,2020-01-15,2020-12-31,350.0
C2018036,2,2019년,8297000000,499080000,100920000,7697000000,2019-01-18,2019-01-24,2019-12-31,340.0
C2018036,1,2019년,252000000,104000000,0,148000000,2018-11-12,2018-11-20,2019-02-17,88.0
C2018036,0,전체,45206949000,20416000000,13043930000,11747019000,2018-11-12,2018-11-20,2023-10-24,1798.0
C2002007,2,2008년,62840419000,62840419000,0,0,2003-01-29,2003-02-03,,2104.0
C2002007,1,2002년,10000000,10000000,0,0,2002-10-29,2002-11-01,,59.0
C2002007,0,전체,62850419000,62850419000,0,0,2002-10-29,2002-11-01,2008-12-23,2243.0
C2003008,3,2011년,86091000000,86091000000,0,0,2005-12-20,2005-02-01,2011-04-28,2276.0
C2003008,2,2004년,5319000000,4990000000,200000000,129000000,2004-12-22,2004-02-09,2004-12-22,316.0
C2003008,1,2003년,657000000,51000000,0,606000000,2003-12-20,2003-09-19,2003-12-20,91.0
C2003008,0,전체,106796000000,91132000000,0,15664000000,2003-09-03,2003-09-19,2011-04-28,2777.0
C2004073,9,2012년,13405702810,13323990000,71712810,10000000,2012-02-03,2012-02-08,2012-12-31,326.0
C2004073,8,2011년,15184000000,15000000000,0,184000000,2011-02-11,2011-02-11,2011-12-31,322.0
C2004073,7,2010년,16000000000,15988450000,11550000,0,2010-01-26,2010-01-27,2010-12-31,337.0
C2004073,6,2009년,20649000000,17430450000,15550000,3203000000,2009-01-15,2009-01-16,2009-12-30,347.0
C2004073,5,2008년,11814000000,10485500000,14500000,1314000000,2008-02-25,2008-02-27,2008-12-30,306.0
C2004073,4,2007년,10000000000,6970000000,30000000,3000000000,2007-02-06,2007-02-12,2007-12-31,321.0
C2004073,3,2006년,7670000000,6657510000,12490000,1000000000,2006-02-13,2006-02-20,2006-12-31,313.0
C2004073,2,2005년,3000000000,2780000000,220000000,0,2005-01-31,2005-02-01,2005-12-31,332.0
C2004073,1,2004년,114000000,50000000,0,64000000,2004-11-04,2004-11-08,2004-12-31,52.0
C2004073,0,전체,99502700000,87787000000,1504700000,10211000000,2004-11-04,2004-11-08,2012-12-31,2974.0
C2016026,7,2023년,22965000000,14364116680,8022883320,578000000,2022-01-17,2022-01-18,2023-01-08,354.0
C2016026,6,2022년,15911142000,15911142000,0,0,2021-01-14,2021-01-18,2022-01-07,353.0
C2016026,5,2021년,19846000000,16542716830,2279283170,1024000000,2020-01-14,2020-01-15,2021-01-08,358.0
C2016026,4,2019년,15953000000,13258486930,1809513070,885000000,2019-01-17,2019-01-21,2019-12-31,343.0
C2016026,3,2018년,9963000000,7945772240,866227760,1151000000,2018-01-12,2018-01-15,2018-12-31,349.0
C2016026,2,2018년,15575000000,11361000000,2114000000,2100000000,2017-01-18,2017-01-19,2018-09-14,602.0
C2016026,1,2016년,18412000000,514545850,264454150,17633000000,2016-07-25,2016-07-26,2016-12-31,157.0
C2016026,0,전체,136477052000,86818000000,19919540000,29739512000,2016-07-25,2016-07-26,2023-06-19,2518.0
C2002014,8,2013년,79490612300,79490612300,0,0,2009-02-10,2009-02-13,2013-12-19,1769.0
C2002014,7,2009년,13500000000,13500000000,0,0,2008-02-22,2008-02-27,2008-12-29,305.0
C2002014,6,2007년,10261478400,10261478400,0,0,2007-02-08,2007-02-12,2007-12-31,321.0
C2002014,5,2006년,11970000000,11970000000,0,0,2006-02-13,2006-02-20,2006-12-31,313.0
C2002014,4,2005년,13515709300,13515709300,0,0,2005-02-02,2005-02-03,2005-12-21,320.0
C2002014,3,2004년,9932200000,9932200000,0,0,2004-02-06,2004-02-09,2004-12-31,325.0
C2002014,2,2003년,3990000000,3990000000,0,0,2003-02-03,2003-02-04,2003-12-21,319.0
C2002014,1,2003년,500000000,500000000,0,0,2002-11-01,2003-02-03,2003-10-02,240.0
C2002014,0,전체,188926263200,188926263200,0,0,2002-11-01,2002-10-31,2013-12-19,4066.0
C2019017,4,2023년,11169104000,9418880000,1750224000,0,2022-01-18,2022-01-19,2023-01-13,358.0
C2019017,3,2021년,9615700420,8899201040,716499380,0,2021-01-08,2021-01-06,2021-12-31,358.0
C2019017,2,2020년,10743216420,9650882320,1092334100,0,2020-01-15,2020-01-15,2020-12-31,350.0
C2019017,1,2019년,2366584370,1895409000,471175370,0,2019-07-09,2019-07-09,2019-12-31,174.0
C2019017,0,전체,36474150000,31621700000,4852450000,0,2019-07-09,2019-07-09,2023-06-17,1438.0
C2002062,4,2006년,92819700000,92819700000,0,0,2002-02-02,2002-02-08,,1786.0
C2002062,3,2001년,14645000000,14645000000,0,0,2001-02-03,2001-02-15,,318.0
C2002062,2,2000년,3000000000,3000000000,0,0,2000-02-08,2000-02-29,,305.0
C2002062,1,2000년,10000000,10000000,0,0,2000-01-27,2000-02-03,,178.0
C2002062,0,전체,113604000000,113604000000,0,0,2000-01-27,2000-01-27,2006-12-31,2529.0
C2004046,5,2008년,541929000,442000000,75929000,24000000,2008-02-22,2008-02-27,2008-09-18,203.0
C2004046,4,2007년,2829000000,2638000000,0,191000000,2007-02-23,2007-02-26,2007-12-20,296.0
C2004046,3,2006년,1543200000,1414200000,0,129000000,2006-02-20,2006-02-20,2006-11-14,266.0
C2004046,2,2005년,708700000,708700000,0,0,2005-01-28,2005-02-02,2005-12-21,321.0
C2004046,1,2004년,60000000,60000000,0,0,2004-09-30,2004-10-04,2004-12-24,80.0
C2004046,0,전체,5682829000,5262900000,75929000,344000000,2004-09-30,2004-10-04,2009-12-31,1913.0
C2008008,7,2022년,25585000000,25400000000,43000000,142000000,2022-01-24,2022-02-03,2022-12-31,330.0
C2008008,6,2021년,23827000000,22748000000,906000000,173000000,2021-01-14,2021-01-18,2021-12-30,345.0
C2008008,5,2020년,23761000000,23536000000,125000000,100000000,2020-12-28,2020-01-15,2020-12-31,350.0
C2008008,4,2019년,19815000000,19815000000,0,0,2019-12-17,2019-01-21,2019-12-31,343.0
C2008008,3,2018년,169314000000,110054301000,2559699000,56700000000,2018-12-28,2009-01-12,2018-12-31,3639.0
C2008008,2,2009년,765000000,560000000,0,205000000,2008-07-30,2008-08-05,2008-12-17,133.0
C2008008,1,2008년,10000000,10000000,0,0,2008-03-18,2008-03-24,2008-08-06,134.0
C2008008,0,전체,284009000000,279664000000,4345000000,0,2022-01-17,2008-03-24,2024-12-31,6125.0
C2005086,2,2006년,0,0,0,0,2006-02-24,2006-02-28,2006-12-25,299.0
C2005086,1,2005년,0,0,0,0,2005-11-16,2005-11-21,2005-12-31,39.0
C2005086,0,전체,740000000,0,0,740000000,,2005-11-21,2007-11-20,728.0
C2004053,7,2010년,9832900000,9832900000,0,0,2010-01-22,2010-01-25,2010-11-17,295.0
C2004053,6,2010년,11941300000,11941300000,0,0,2009-01-02,2009-01-05,2009-12-15,343.0
C2004053,5,2008년,6000000000,6000000000,0,0,2008-03-06,2008-03-07,2008-12-22,289.0
C2004053,4,2007년,8170000000,8170000000,0,0,2007-02-16,2007-02-21,2007-12-18,299.0
C2004053,3,2006년,6865800000,6246800000,0,619000000,2006-03-06,2006-03-09,2006-12-22,287.0
C2004053,2,2005년,2296000000,2100000000,0,196000000,2005-01-31,2005-02-03,2005-11-24,293.0
C2004053,1,2005년,1100000000,100000000,0,1000000000,2004-12-21,2004-12-24,2005-08-04,222.0
C2004053,0,전체,46335000000,44391000000,0,1944000000,2004-12-21,2004-12-24,2010-11-17,2153.0
C2007001,0,전체,60182000000,60182000000,0,0,,2006-11-01,2007-12-01,394.0
C2018013,6,2023년,5761000000,2056489600,3704510400,0,2022-01-20,2022-01-25,2023-01-09,348.0
C2018013,5,2021년,4453000000,2882974000,1570026000,0,2021-01-11,2021-01-13,2021-12-28,348.0
C2018013,4,2020년,5655000000,4104166500,512833500,1038000000,2020-01-09,2020-01-13,2020-12-30,351.0
C2018013,3,2019년,3601000000,1580223400,489776600,1531000000,2019-01-22,2019-01-22,2019-12-27,338.0
C2018013,2,2018년,2500000000,1689195730,112804270,698000000,2018-05-31,2018-06-15,2019-08-30,440.0
C2018013,1,2018년,100000000,100000000,0,0,2018-03-22,2018-03-29,2018-09-24,178.0
C2018013,0,전체,27521000000,14426156000,9827844000,3267000000,2018-03-22,2018-03-29,2023-03-02,1798.0
C2008005,9,2015년,11344000000,11033900000,309100000,1000000,2015-02-06,2015-02-09,2015-12-20,313.0
C2008005,8,2015년,6340000000,5136000000,639000000,565000000,2014-02-17,2014-02-20,2015-02-14,358.0
C2008005,7,2014년,8500000000,4668000000,170000000,3662000000,2013-02-20,2013-02-25,2014-02-19,358.0
C2008005,6,2013년,5004000000,3863000000,58000000,1083000000,2012-04-03,2012-04-06,2013-03-31,358.0
C2008005,5,2012년,3550000000,2586000000,85000000,879000000,2011-01-28,2011-01-31,2012-03-29,422.0
C2008005,4,2011년,8680000000,6968000000,117000000,1595000000,2010-01-20,2010-01-25,2011-03-05,403.0
C2008005,3,2010년,17167000000,11267000000,0,5900000000,2009-01-29,2009-02-03,2010-06-30,511.0
C2008005,2,2009년,2830000000,1330000000,0,1500000000,2008-06-19,2008-06-23,2009-06-18,359.0
C2008005,10,2016년,5243000000,4784776000,141224000,317000000,2016-01-07,2016-01-11,2016-06-28,168.0
C2008005,1,2008년,3250000000,50000000,0,3200000000,2008-04-01,2008-04-01,2008-09-28,179.0
C2008005,0,전체,74890000000,51686676000,4501324000,18702000000,2008-03-18,2008-04-01,2016-06-28,3009.0
C2001018,9,2009년,12813000000,8536000000,0,4277000000,2009-01-02,2009-01-05,2009-12-31,359.0
C2001018,8,2008년,5500000000,5500000000,0,0,2008-02-15,2008-02-19,2008-12-31,315.0
C2001018,7,2007년,8500000000,8500000000,0,0,2007-02-15,2007-02-22,2007-12-31,311.0
C2001018,6,2006년,8006400000,8006400000,0,0,2006-02-17,2006-02-21,2006-12-31,312.0
C2001018,5,2005년,10473656000,10473656000,0,0,2005-01-31,2005-02-01,2005-12-31,332.0
C2001018,4,2004년,9600000000,9585000000,15000000,0,2004-02-07,2004-02-11,2004-12-31,323.0
C2001018,3,2003년,13034182600,9934182600,0,3100000000,2003-02-12,2003-02-17,2003-12-31,316.0
C2001018,2,2002년,10000000000,5000000000,0,5000000000,2002-01-28,2002-02-01,2002-12-31,332.0
C2001018,12,2012년,7005119300,6908119300,0,97000000,2012-02-02,2012-02-06,2012-11-01,268.0
C2001018,11,2012년,16113000000,16113000000,0,0,2011-02-25,2011-02-28,2012-02-22,358.0
C2001018,10,2010년,12798193000,12798193000,0,0,2010-12-13,2010-01-25,2010-12-31,339.0
C2001018,1,2002년,100000000,100000000,0,0,2001-12-27,2001-12-28,2002-04-06,98.0
C2001018,0,전체,113948550900,101454550900,0,12494000000,2001-12-27,2001-12-28,2012-11-01,3960.0
C2002045,9,2010년,9100000000,8024000000,0,1076000000,2010-01-25,2010-01-25,2010-12-31,339.0
C2002045,8,2010년,8403000000,5000000000,0,3403000000,2008-12-29,2009-01-15,2009-12-28,346.0
C2002045,7,2009년,4671000000,4671000000,0,0,2008-02-14,2008-02-18,2008-12-24,309.0
C2002045,6,2008년,6446000000,6446000000,0,0,2007-02-14,2007-02-22,2007-12-26,306.0
C2002045,5,2006년,8447000000,8447000000,0,0,2006-02-17,2006-02-24,2006-12-21,299.0
C2002045,4,2005년,9481000000,9481000000,0,0,2005-01-27,2005-02-01,2005-12-22,323.0
C2002045,3,2004년,7375000000,6210000000,0,1165000000,2004-02-06,2004-02-12,2004-12-22,313.0
C2002045,2,2003년,7815000000,3500000000,0,4315000000,2003-03-03,2003-03-06,2004-04-06,396.0
C2002045,13,2014년,3053200000,3017200000,0,36000000,2014-02-17,2014-02-18,2014-12-31,315.0
C2002045,12,2014년,20930700000,20895700000,0,35000000,2013-02-20,2013-02-25,2014-12-31,673.0
C2002045,11,2013년,9997000000,9997000000,0,0,2012-02-03,2012-02-08,2013-06-23,500.0
C2002045,10,2011년,9645000000,8739000000,0,906000000,2011-02-14,2011-02-16,2011-12-22,308.0
C2002045,1,2002년,499000000,499000000,0,0,2002-11-22,2002-11-28,2003-05-02,154.0
C2002045,0,전체,106911900000,94926900000,0,11985000000,2002-11-22,2002-11-28,2014-12-31,4415.0
C2004163,8,2012년,9417000000,7804005610,297994390,1315000000,2011-01-31,2011-01-28,2012-05-30,487.0
C2004163,7,2011년,14374000000,10903141870,96858130,3374000000,2010-01-27,2010-01-27,2011-01-21,358.0
C2004163,6,2009년,8855000000,4910711250,89288750,3855000000,2009-01-09,2009-01-09,2009-12-14,338.0
C2004163,5,2008년,3374000000,1581100000,18900000,1774000000,2008-03-24,2008-03-28,2008-11-23,239.0
C2004163,4,2007년,6300000000,2162000000,38000000,4100000000,2007-02-23,2007-02-28,2007-12-31,305.0
C2004163,3,2006년,4600000000,1600000000,0,3000000000,2006-03-06,2006-03-08,2006-11-29,265.0
C2004163,2,2006년,400000000,400000000,0,0,2005-02-11,2005-02-17,2005-12-31,316.0
C2004163,1,2005년,20000000,20000000,0,0,2004-12-15,2004-12-22,2005-03-23,90.0
C2004163,0,전체,29279716000,29224000000,55716000,0,2004-12-15,2004-12-22,2012-05-30,2715.0
C2004172,8,2011년,4306000000,4306000000,0,0,2011-01-27,2011-01-27,2011-12-31,337.0
C2004172,7,2011년,9800000000,9800000000,0,0,2010-01-21,2010-01-25,,363.0
C2004172,6,2009년,8937000000,8819022320,117977680,0,2008-12-30,2008-12-31,2009-12-31,364.0
C2004172,5,2008년,2288000000,2288000000,0,0,2008-03-21,2008-03-25,2008-11-20,239.0
C2004172,4,2007년,6600000000,6600000000,0,0,2007-02-13,2007-02-16,2007-11-30,286.0
C2004172,3,2006년,3300000000,3300000000,0,0,2006-02-14,2006-02-22,2006-11-18,268.0
C2004172,2,2005년,600000000,600000000,0,0,2005-01-27,2005-02-01,,323.0
C2004172,1,2005년,20000000,20000000,0,0,2004-12-16,2004-12-21,2005-03-30,98.0
C2004172,0,전체,35851000000,35851000000,0,0,2004-12-16,2004-12-21,2011-12-31,2565.0
C2007071,5,2012년,13268000000,8418142000,1381858000,3468000000,2011-01-24,2011-01-26,2012-08-14,565.0
C2007071,4,2010년,9382000000,7897200000,302800000,1182000000,2010-01-21,2010-01-21,2010-12-31,343.0
C2007071,3,2009년,5143600000,3688300000,487300000,968000000,2009-03-19,2009-03-19,2009-12-24,279.0
C2007071,2,2008년,2022000000,1570800000,253200000,198000000,2008-03-20,2008-03-24,2008-12-18,268.0
C2007071,1,2007년,271742000,200000000,71742000,0,2007-02-05,2007-02-14,2007-12-24,312.0
C2007071,0,전체,27690742000,21767142000,2528600000,3395000000,2007-02-05,2007-02-14,2012-05-09,1910.0
C2005046,7,2011년,12195000000,11472400000,522600000,200000000,2011-01-25,2011-01-27,2011-12-22,328.0
C2005046,6,2010년,10940000000,9798094900,201905100,940000000,2010-01-25,2010-01-27,2011-01-21,358.0
C2005046,5,2009년,6700000000,4660133860,639866140,1400000000,2008-12-31,2008-12-31,2009-12-18,351.0
C2005046,4,2008년,1422000000,1220260000,201740000,0,2008-03-21,2008-03-25,2008-10-24,212.0
C2005046,3,2007년,2710000000,2710000000,0,0,2007-02-16,2007-02-26,2007-12-17,293.0
C2005046,2,2006년,200000000,200000000,0,0,2006-02-14,2006-02-20,2006-07-26,155.0
C2005046,1,2006년,10000000,10000000,0,0,2005-12-21,2005-12-27,2006-03-21,83.0
C2005046,0,전체,34075000000,30070888760,1566111240,2438000000,2005-12-21,2005-12-27,2011-12-25,2188.0
C2002016,0,전체,0,0,0,0,2002-09-06,2002-09-06,,842.0
C2004079,8,2012년,12054000000,10393561100,84438900,1576000000,2011-01-27,2011-01-28,2012-07-01,519.0
C2004079,7,2011년,7300000000,7300000000,0,0,2010-01-22,2010-01-26,2011-01-25,363.0
C2004079,6,2009년,5167000000,5167000000,0,0,2008-12-30,2008-12-31,2009-12-21,354.0
C2004079,5,2008년,1600000000,1600000000,0,0,2008-03-24,2008-03-25,2008-11-17,236.0
C2004079,4,2007년,1200000000,1200000000,0,0,2007-02-13,2007-02-16,2007-11-12,268.0
C2004079,3,2006년,1300000000,1300000000,0,0,2006-02-14,2006-02-22,2006-12-11,291.0
C2004079,2,2005년,700000000,700000000,0,0,2005-01-29,2005-02-04,2005-12-01,299.0
C2004079,1,2005년,20000000,20000000,0,0,2004-12-23,2004-12-28,2005-04-18,110.0
C2004079,0,전체,37145000000,27649561100,115438900,9380000000,2004-12-23,2004-12-28,2012-06-26,2736.0
C2004162,8,2011년,2606042700,2194042700,0,412000000,2011-01-31,2011-02-01,2011-11-15,286.0
C2004162,7,2011년,7403719020,6810972520,389027480,203719020,2010-01-19,2010-01-25,2011-01-19,358.0
C2004162,6,2009년,10802000000,8639960590,381039410,1781000000,2009-01-13,2009-01-14,2010-01-04,354.0
C2004162,5,2008년,3332767000,1750000000,0,1582767000,2008-11-19,2008-04-03,2008-11-20,230.0
C2004162,4,2007년,5959868000,3372868000,0,2587000000,2007-12-20,2007-02-27,2007-12-20,295.0
C2004162,3,2006년,6430300000,1600000000,0,4830300000,2006-11-28,2006-03-07,2006-11-29,266.0
C2004162,2,2005년,3285000000,400000000,0,2885000000,2005-02-17,2005-02-23,2005-12-15,294.0
C2004162,1,2005년,20000000,20000000,0,0,2004-12-17,2004-12-22,2005-03-22,89.0
C2004162,0,전체,38951818460,24196300000,473518460,14282000000,2004-12-17,2004-12-22,2011-11-15,2518.0
C2004082,8,2012년,3333000000,3313440910,19559090,0,2011-01-31,2011-02-01,2012-09-22,598.0
C2004082,7,2010년,5061610000,5061610000,0,0,2010-01-26,2010-01-27,2010-12-22,328.0
C2004082,6,2009년,5900000000,5900000000,0,0,2009-01-06,2009-01-09,2009-12-03,327.0
C2004082,5,2008년,1394230000,1394230000,0,0,2008-03-28,2008-04-03,2008-11-29,239.0
C2004082,4,2007년,1523322000,1523322000,0,0,2007-02-23,2007-02-27,2007-11-24,269.0
C2004082,3,2007년,1800000000,1800000000,0,0,2006-03-03,2006-03-07,2006-12-08,275.0
C2004082,2,2006년,1300000000,1300000000,0,0,2005-02-19,2005-02-24,2005-12-14,292.0
C2004082,1,2005년,20000000,20000000,0,0,2004-12-20,2004-12-23,2005-03-21,87.0
C2004082,0,전체,20312602910,20312602910,0,0,2004-12-20,2004-12-23,2011-12-06,2538.0
C2004084,8,2011년,2447000000,2447000000,0,0,2011-01-31,2011-02-01,2012-01-16,348.0
C2004084,7,2010년,3700000000,3700000000,0,0,2010-01-28,2010-02-02,2011-01-17,348.0
C2004084,6,2009년,6421000000,6421000000,0,0,2009-01-06,2009-01-09,2009-12-31,355.0
C2004084,5,2008년,3800000000,3800000000,0,0,2008-03-26,2008-04-03,2008-12-19,259.0
C2004084,4,2007년,3800000000,3800000000,0,0,2007-02-22,2007-02-28,2007-12-24,298.0
C2004084,3,2006년,2081000000,2081000000,0,0,2006-03-06,2006-03-08,2006-12-31,297.0
C2004084,2,2005년,1903000000,1903000000,0,0,2005-02-17,2005-02-22,2005-12-31,311.0
C2004084,1,2005년,20000000,20000000,0,0,2004-12-17,2004-12-23,2005-03-26,92.0
C2004084,0,전체,24273000000,24273000000,0,0,2004-12-17,2004-12-23,2011-10-13,2484.0
C2010038,2,2011년,5511660200,4314903190,1196757010,0,2011-01-31,2011-01-28,2011-12-31,336.0
C2010038,1,2010년,11092158500,11031096810,61061690,0,2010-11-17,2010-04-19,2011-04-26,371.0
C2010038,0,전체,22749818700,15346000000,1257818700,6146000000,2010-12-20,2010-04-19,2011-12-31,620.0
C2010044,2,2012년,58645293860,55064270180,2583023680,998000000,2011-05-01,2011-05-01,2012-06-30,425.0
C2010044,1,2010년,90128000000,9985000000,0,80143000000,2010-05-06,2010-05-06,2011-04-30,358.0
C2010044,0,전체,148773293860,65049270181,2583023679,81141000000,2010-05-06,2010-05-06,2012-06-30,785.0
C2009023,3,2012년,17310000000,17310000000,0,0,2011-01-28,2011-01-28,2012-05-07,464.0
C2009023,2,2010년,8548000000,8000000000,0,548000000,2010-01-22,2010-01-27,2010-12-31,337.0
C2009023,1,2009년,5938742770,3000000000,0,2938742770,2009-03-10,2009-03-13,2009-12-21,282.0
C2009023,0,전체,31906000000,28310000000,0,3596000000,2009-03-10,2009-03-13,2012-05-07,1150.0
C2009020,3,2011년,10811000000,10390000000,0,421000000,2011-02-10,2011-02-11,2011-12-31,322.0
C2009020,2,2010년,3109000000,3000000000,0,109000000,2010-01-25,2010-01-27,2010-12-31,337.0
C2009020,1,2009년,11036000000,3800000000,0,7236000000,2009-02-26,2009-03-02,2009-12-31,303.0
C2009020,0,전체,24956000000,17190000000,0,7766000000,2009-02-26,2009-03-02,2011-12-31,1033.0
C2009030,3,2012년,23770485000,23770485000,0,0,2011-02-11,2011-02-17,2012-07-11,509.0
C2009030,2,2010년,4223300000,4223300000,0,0,2010-01-26,2010-02-01,2010-12-27,328.0
C2009030,1,2009년,30530000000,1000000000,0,29530000000,2009-04-06,2009-04-06,2009-12-31,268.0
C2009030,0,전체,21933809000,21933809000,0,0,2009-04-06,2009-04-06,2012-07-11,1191.0
C2009025,2,2010년,9017439200,8867439200,0,150000000,2010-01-22,2010-01-27,2010-12-13,319.0
C2009025,1,2009년,4800000000,2800000000,0,2000000000,2009-02-23,2009-02-26,2009-12-23,299.0
C2009025,0,전체,13817439200,11667439200,0,2150000000,2009-02-23,2009-02-26,2012-02-11,1079.0
C2009031,3,2012년,8289712000,8289712000,0,0,2011-01-31,2011-02-01,2012-04-25,448.0
C2009031,2,2011년,8961149000,8961149000,0,0,2010-01-25,2010-01-27,2011-01-01,338.0
C2009031,1,2009년,800000000,800000000,0,0,2009-02-17,2009-02-23,,299.0
C2009031,0,전체,18193000000,18193000000,0,0,2009-02-17,2009-02-23,2014-01-28,1799.0
C2009107,3,2012년,22701534036,22701534036,0,0,2011-01-27,2011-01-27,2012-06-30,519.0
C2009107,2,2011년,42017000000,42017000000,0,0,2010-01-28,2010-01-29,2011-09-20,598.0
C2009107,1,2010년,5600000000,100000000,0,5500000000,2009-11-13,2009-11-20,2010-01-18,58.0
C2009107,0,전체,78580400000,78580400000,0,0,2009-11-13,2009-11-20,2012-06-30,952.0
C2004086,8,2012년,11398000000,10838660000,70340000,489000000,2011-01-28,2011-01-28,2012-03-02,398.0
C2004086,7,2010년,10035350000,9843000000,157000000,35350000,2010-01-28,2010-02-01,2010-12-31,332.0
C2004086,6,2009년,7405625190,6421000000,0,984625190,2009-01-13,2009-01-14,2009-12-17,336.0
C2004086,5,2008년,2781588265,1600000000,0,1181588265,2008-03-20,2008-03-25,2008-11-19,238.0
C2004086,4,2007년,4713000000,4713000000,0,0,2007-02-13,2007-02-16,2007-12-18,304.0
C2004086,3,2007년,1300000000,1300000000,0,0,2006-02-16,2006-02-22,2006-11-15,265.0
C2004086,2,2005년,600000000,600000000,0,0,2005-01-29,2005-02-04,2005-12-15,313.0
C2004086,1,2004년,20000000,20000000,0,0,2004-12-24,2004-12-28,2005-04-12,104.0
C2004086,0,전체,38405594615,35335660000,227340000,2842594615,2004-12-24,2004-12-28,2012-03-02,2620.0
C2004088,8,2012년,19274000000,8619000000,0,10655000000,2011-01-27,2011-01-27,2012-01-30,367.0
C2004088,7,2010년,19272000000,13400000000,0,5872000000,2010-12-17,2010-01-26,2011-01-20,358.0
C2004088,6,2009년,6421000000,6251937000,169063000,0,2008-12-30,2008-12-31,2009-12-18,351.0
C2004088,5,2008년,1600000000,1600000000,0,0,2008-03-24,2008-03-25,2008-12-17,266.0
C2004088,4,2007년,2780000000,2758258620,21741380,0,2007-02-14,2007-02-16,2007-12-26,312.0
