ofccd,ofcnm,rutcd,rutnm,fctkdcd,fctkdnm,fctcfcd,fctcfnm,fcno,fctnm,sectnm,lctnm,ccwdt,cstcmpnm,cwknm
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F2520A338CB0F98899109C3F1E127,복죽1교,흥사~연정,전북 김제시 명덕동 580-6,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F25212C92C63041C749D8850C27F0,복죽2교,흥사~연정,전북 김제시 복죽동 463-7,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F2521A0A3E80974D725F1B6DB68EF,복죽3교,흥사~연정,전북 김제시 복죽동 457-9,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F25224310A850FB962985F3EC1D60,흥사1교,흥사~연정,전북 김제시 흥사동 458-6,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F2524A82A3053A24976923A690EA9,하서교,흥사~연정,김제시 백산면 하서리 106-15,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F252518748A0FACF1C149F048DDE7,구산천교,흥사~연정,전북 김제시 복죽동 236-31,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F25258CB91E0FC9DC76724724A61C,신곡교,흥사~연정,전북 기제시 신곡동 287-19,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,2,2종,017F25260DDEA338EC32DDFB9FD2CFA2,연정램프A교,흥사~연정,김제시 명덕동348-7,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F252681D00D2698FDEF86CEA3BAB2,연정램프C교,흥사~연정,전북 김제시 명덕동 624-1,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F25283F6DC4C519F54D1621E9C768,신곡램프C교,흥사~연정,전북 김제시,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F2528B4559D9301445A72A86CA350,신곡램프D교,흥사~연정,전북 김제시,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F25293BAD9CF86706B714FA809DA2,신곡램프G교,흥사~연정,전북 김제시,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F2529B176518CD178B7E35156C846,신곡램프H교,흥사~연정,전북 김제시,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F252A645BC823DA30560A8759FD30,흥사램프A교,흥사~연정,전북 김제시 흥사동 453-8,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42023,일반국도23호선,1,교량,0,기타,017F251FED9EB079AB33F9C412F5B472,명덕교,흥사~연정,전북 김제시 명덕동 401-11번지,2021-12-31,에스케이에코플랜트(주),김제시관내 국도대체우회도로(흥사-연정)건설공사
42,전주국토관리사무소,42017,일반국도17호선,2,터널,2,2종,017E760768827665D76E6EF49545E937,대둔터널,완주 봉동~충남도계,전라북도 완주군 운주면 산북리,2021-12-31,국동건설㈜외 2개사,국도17호선 대둔제 이설도로공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,2,2종,017F85E231B97AAB29D861998A16418B,봉한천교,구포~생곡2,구미시 고아읍 봉한리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017F85D9595BA5151568E0A85CDA9BD3,감천교(상),구포~생곡2,구미시 선산읍 원리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,3,지하차도,0,기타,017F86160538F2A0C61A86507433F0CB,선산지하차도,구포~생곡2,경상북도 구미시 선산읍 동부리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017F85E9284B3565660555D59A038122,항곡육교3,구포~생곡2,구미시 고아읍 예강리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017F85E8EFFCD5F84EDCF22DB654212A,송림RAMP-B교,구포~생곡2,구미시 고아읍 송림리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017F85E879D23C263383D5DA77A7C0A4,송림RAMP-A교,구포~생곡2,구미시 고아읍 송림리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017F85E6F4A28BC875BC0E80AB1FF14E,원리2교,구포~생곡2,구미시 선산읍 원리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017F85E6B5C8AAEAF4700D91E5292D86,원리IC교,구포~생곡2,구미시 선산읍 원리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017F85E6575E2E2013816DD473F72605,원리1교,구포~생곡2,구미시 선산읍 원리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017F85E3D7CBA85539E153746C2E9060,예강IC교,구포~생곡2,구미시 고아읍 예강리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017F85E37AA5F783403939F5E4F2FD69,항곡IC교,구포~생곡2,구미시 고아읍 항곡리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017F85E4FE8B20E50D73B8A478B0E132,아성교(상),구포~생곡2,구미시 고아읍 예강리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017F85E5547C61D45700798166BCB276,아성교(하),구포~생곡2,구미시 고아읍 예강리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017F85E5D4DA5686D5B97D74DA11DF14,감천교(하),구포~생곡2,구미시 선산읍  원리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017F85E7AE8FF83B27FE3D319954C30F,단계천교(상),구포~생곡2,구미시 선산읍 화조리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017F85E81BB7DD363DDFAA04276ADAC8,단계천교(하),구포~생곡2,구미시 선산읍 화조리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017F85E1B8C17492E5FC53CA0B1771CC,송림1교,구포~생곡2,구미시 고아읍 송림리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,2,2종,017F85E12B0D75AD75948EA1E91F5606,송림교,구포~생곡2,구미시 고아읍 송림리,2021-12-30,(주) 태 영 건 설,구미시관내 국도대체우회도로(구포-생곡2)건설공사
41,광주국토관리사무소,41001,일반국도1호선,1,교량,0,기타,017E091560A890B5CE4E19CDD7A4F721,오현RAMP-A교,장성~전북도계,전라남도 장성군 북이면 오월리,2021-12-04,산수건설㈜,국도1호선 장성 오월지구 교차로 개선공사
41,광주국토관리사무소,41001,일반국도1호선,1,교량,0,기타,017E09156D16B8E364A7E4A09000D84B,오현RAMP-B교,장성~전북도계,전라남도 장성군 북이면 오월리,2021-12-04,산수건설㈜,국도1호선 장성 오월지구 교차로 개선공사
22,강릉국토관리사무소,22046,일반국도46호선,1,교량,0,기타,017FB9D240108A36EBD2C146E1553F2B,진부2교,고성 간성~고성 간성,,2021-09-23,㈜진환,국도46호선 고성 진부2교 개축공사
51,대구국토관리사무소,51005,일반국도5호선,1,교량,0,기타,E673B64267C11C52E034080020A9316A,금화교(확),가산~효령,경상북도 칠곡군 가산면 금화리,2021-06-28,디케이개발(주),"국도5호선 금화교 개축공사  1992개축(칠곡방향), 2021 개축(대구방향)"
43,남원국토관리사무소,43030,일반국도30호선,1,교량,0,기타,017CA6AEB7677E0B85A84CF71E1E0503,평장교,임실진안군계~무주군계,,2021-06-24,서일건설㈜ 외 3개사,진안-성수(2공구) 도로건설공사
43,남원국토관리사무소,43030,일반국도30호선,1,교량,0,기타,017CA6AEB88C8FEC03085CACCE5D4DC0,송정교,임실진안군계~무주군계,,2021-06-24,서일건설㈜ 외 3개사,진안-성수(2공구) 도로건설공사
43,남원국토관리사무소,43030,일반국도30호선,1,교량,0,기타,017CA6AEB602B3130F2A9F5F062A217A,운교,임실진안군계~무주군계,,2021-06-24,서일건설㈜ 외 3개사,진안-성수(2공구) 도로건설공사
43,남원국토관리사무소,43030,일반국도30호선,1,교량,0,기타,017CA6AEA7C64D6A2F62ADB3FF20FCE1,은안교,임실진안군계~무주군계,,2021-06-24,서일건설㈜ 외 3개사,진안-성수(2공구) 도로건설공사
43,남원국토관리사무소,43030,일반국도30호선,1,교량,0,기타,017CA6AEB4EE17E3CFF395694EAC24FF,백운1교,임실진안군계~무주군계,,2021-06-24,서일건설㈜ 외 3개사,진안-성수(2공구) 도로건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017B517E03419839DCDD85185CC89F02,거의 RAMP-E교,구포~생곡1,경상북도 구미시 구포동,2021-06-21,현대건설(주),구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017B51824ED2163051EB2D4AB3F265B2,양호육교,구포~생곡1,경상북도 구미시 양호동,2021-06-21,현대건설(주),구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,3,지하차도,0,기타,017B94EC8E1F67AEE2903F5AD034235B,양호지하차도,구포~생곡1,경상북도 구미시 양호동 ,2021-06-21,현대건설(주)외3개사,구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017B5BE646FCD2F75FCD5ED0AE53AB04,한천2교(하행_구포방향),구포~생곡1,경상북도 구미시 거의동,2021-06-21,현대건설(주)외3개사,구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017B5BE6B96501F8236A3BC70C8FFAA6,한천2교(상행_생곡방향),구포~생곡1,경상북도 구미시 거의동,2021-06-21,현대건설(주)외3개사,구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017B5BE70E0BD65D01FEEE3327B1590F,한천3교(하행_구포방향),구포~생곡1,경상북도 구미시 구포동,2021-06-21,현대건설(주)외3개사,구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017B5BE7709C23A7AD99F759F9BB5492,한천3교(상행_생곡방향),구포~생곡1,경상북도 구미시 구포동,2021-06-21,현대건설(주)외3개사,구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,017B5BE7C20285F9DF67F8429764001C,양호대교,구포~생곡1,경상북도 구미시 양호동,2021-06-21,현대건설(주),구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017B5BEA02E68B4C0C12D73F54FC829C,다식1육교,구포~생곡1,경상북도 구미시 고아읍 다식리,2021-06-21,현대건설(주)외3개사,구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017B5BEA96883C0AE689CE21B13BA4DD,괴평 RAMP-A교,구포~생곡1,경상북도 구미시 고아읍 괴평리,2021-06-21,현대건설(주)외3개사,구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017B5BEBE88D61A57526398CE5A1321C,다식2육교,구포~생곡1,경상북도 구미시 고아읍 다식리,2021-06-21,현대건설(주)외3개사,구미시 관내 국도대체우회도로(구포-생곡1)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,017B5BEA3D6207C1B9E7E224FD8ADE01,다식3육교,구포~생곡1,경상북도 구미시 고아읍 다식리,2021-06-21,현대건설(주)외3개사,구미시 관내 국도대체우회도로(구포-생곡1)건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,0,기타,017DF9B89891975085F352911C0E0529,대복IC R-D교,울주 웅촌 대복~울주 청량 문죽,울산광역시 울주군 웅촌면 대복리,2021-06-04,남해종합개발,웅상-무거2 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,1,1종,017DF9B110C310774B0FB22770976E21,문죽1교,울주 웅촌 대복~울주 청량 문죽,울산광역시 울주군 청량면 문죽리,2021-06-04,남해종합개발,웅상-무거2 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,2,2종,017DF99BA02559D654FA5D4F124F1A30,대복1교,울주 웅촌 대복~울주 청량 문죽,울산광역시 울주군 웅촌면 대복리,2021-06-04,남해종합개발,웅상-무거2 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,1,1종,017DF9AD05817E56DC58AA66C4C58D98,대복3교,울주 웅촌 대복~울주 청량 문죽,울산광역시 울주군 청량면 삼정리,2021-06-04,남해종합개발,웅상-무거2 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,2,2종,017DF9A8D209AD2E0490990CDA496E6F,대복2교,울주 웅촌 대복~울주 청량 문죽,울산광역시 울주군 웅촌면 대복리,2021-06-04,남해종합개발,웅상-무거2 국도건설공사
34,예산국토관리사무소,34021,일반국도21호선,1,교량,0,기타,017ED261C32831A18EF05EB3B180EA74,장존IC2교(RAMP-E교),아산~천안,충청남도 아산시 장존동 ,2021-05-15,청운건설산업(주),국도21호선 아산 장존 장존교차로 개선공사
34,예산국토관리사무소,34021,일반국도21호선,1,교량,2,2종,017ED243CD6102A19986274EA039C12F,장존IC1교(RAMP-B교),아산~천안,충청남도 아산시 장존동 ,2021-05-15,청운건설산업(주),국도21호선 아산 장존 장존교차로 개선공사
21,홍천국토관리사무소,21031,일반국도31호선,1,교량,2,2종,E673B64263C81C52E034080020A9316A,합강교,기린~인제,강원도 인제군 인제읍 합강리,2021-05-14,㈜동서,국도31호선 합강교 노후교량 개축공사
55,진영국토관리사무소,55005,일반국도5호선,2,터널,2,2종,017A9E832A2EA07BBBDD4FE68E013466,유산터널(하행)거제방향,마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 유산리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,2,터널,2,2종,017A9E8BEF55D82802096D560C83519A,내포2터널(하행)거제방향,마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 내포리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,2,터널,2,2종,017A9E883C5B938809F4127A2329B844,석곡터널(하행)거제방향,마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 석곡리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,2,터널,2,2종,017A9E8A3EBA75806645B2A31846859D,내포2터널(상행)마산방향,마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 내포리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,2,터널,2,2종,017A9E85477AF16E4699E70D35D7DD58,석곡터널(상행)마산방향,마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 석곡리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,2,터널,2,2종,017A9E7D10EED186EFB97F3BA8B77497,유산터널(상행)마산방향,마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 유산리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,2,2종,017A9E42E353266977A850DCE46F168E,유산교(거제방향),마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 유산리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,2,2종,017A9E410FF9ACDF70D5EDF42DEFFBC5,유산교(마산방향),마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 유산리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,2,2종,017A9E23816D2C77744F18D3D0EA0134,석곡2교(거제방향),마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 석곡리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,2,2종,017A9E21B4D49C4118CCBAB2E4EEF72C,석곡2교(마산방향),마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 석곡리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,0,기타,017A9E1F23E749002636944A19C63055,석곡IC교,마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 석곡리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,2,2종,017A9E188467CD0FE94B820E38EB3EA0,내포1교(거제방향),마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 내포리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,2,2종,017A9E14D9E41FD92E3B5A2DADEC2F34,내포1교(마산방향),마산합포구 구산 내포리~마산합포구 구산면 현동,경상남도 창원시 마산합포구 구산면 내포리,2021-04-01,에스케이건설주식회사,거제-마산3 국도건설공사
51,대구국토관리사무소,51004,일반국도4호선,3,지하차도,0,기타,017AA8AD9EA6328120C12AF66D3BF585,관호지하차도,약목~기산,경상북도 칠곡군 약목면 관호리,2021-03-23,대흥종합건설(주),시설물유지관리시스템 기타 공사
52,진주국토관리사무소,52014,일반국도14호선,1,교량,0,기타,0176F962002283CA813EAB241880619A,도산교,고성 죽계~통영광도,경상남도 통영시 도산면 법송리,2020-12-29,대신건설산업(주),통영광도-고성죽계 국도건설공사
52,진주국토관리사무소,52014,일반국도14호선,1,교량,0,기타,0176F961C240AD7C361E02921B3255BB,송학천교,고성 죽계~통영광도,고성군 고성읍 송학리,2020-12-29,대신건설산업(주),통영광도-고성죽계 국도건설공사
21,홍천국토관리사무소,21044,일반국도44호선,1,교량,0,기타,0177F5BD6D6C9F73DFC475EA63585E31,하오안 보도교,남~홍천,강원도 홍천군 홍천읍 연봉리,2020-12-26,제이엔씨건설(주),국도44호선 홍천 하오안 보도설치공사
11,수원국토관리사무소,11042,일반국도42호선,1,교량,1,1종,017E7A6C27F6D53F101D5BF4392A55FE,궁촌IC RAMP-B2교,용인 처인~용인 기흥,,2020-12-26,㈜대우건설,삼가 ~ 대촌 국도대체우회도로
11,수원국토관리사무소,11042,일반국도42호선,1,교량,2,2종,017E7A68C56F837C7CB7EC6333DA742E,궁촌IC RAMP-D교,용인 처인~용인 기흥,,2020-12-26,㈜대우건설,삼가 ~ 대촌 국도대체우회도로
55,진영국토관리사무소,55007,일반국도7호선,1,교량,0,기타,017A8A08063CD1E3B43FE613F7123298,초천교,양산 용당~울주 웅촌 대복,울산광역시 울주군 웅촌면 초천리,2020-12-23,코오롱글로벌(주),웅상-무거1 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,2,터널,1,1종,017A9E596CBB36D32DB3897BD9F26DA2,용당터널(하),양산 용당~울주 웅촌 대복,경상남도 양산시 용당동,2020-12-23,코오롱글로벌(주),웅상-무거1 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,2,터널,1,1종,017A9E562596F76EC9924E5A7E29FB6C,용당터널(상),양산 용당~울주 웅촌 대복,경상남도 양산시 용당동,2020-12-23,코오롱글로벌(주),웅상-무거1 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,2,2종,017A8A0E0EC28ADE2B07E9B7ADD403F7,회야교,양산 용당~울주 웅촌 대복,울산광역시 울주군 웅촌면 초천리,2020-12-23,코오롱글로벌(주),웅상-무거1 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,0,기타,017A89FDAD97C7E01615AC37431ADDCE,초천IC교,양산 용당~울주 웅촌 대복,울산광역시 울주군 웅촌면 초천리,2020-12-23,코오롱글로벌(주),웅상-무거1 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,0,기타,017A89FAA08CC245D0D5AE731D929122,저리교,양산 용당~울주 웅촌 대복,울산광역시 울주군 웅촌면 초천리,2020-12-23,코오롱글로벌(주),웅상-무거1 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,2,2종,017A89F55E87F33221B4BFA864C7968F,하대교,양산 용당~울주 웅촌 대복,울산광역시 울주군 웅촌면 대대리,2020-12-23,코오롱글로벌(주),웅상-무거1 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,1,교량,0,기타,017A8A0B23E2B8AB8310894CEAFE5DE6,초천1교,양산 용당~울주 웅촌 대복,울산광역시 울주군 웅촌면 초천리,2020-12-23,코오롱글로벌(주),웅상-무거1 국도건설공사
43,남원국토관리사무소,43021,일반국도21호선,1,교량,0,기타,0178D96A1B8EEDE94465112A217B24DA,관전교(하),남원(11)~순창(11),,2020-12-21,다른종합건설㈜ 외 3개사,동계-적성 도로건설공사
43,남원국토관리사무소,43021,일반국도21호선,1,교량,0,기타,0178D96A23FEA1620DF0F1636A8FC37B,분문교,남원(11)~순창(11),,2020-12-21,다른종합건설㈜ 외 3개사,동계-적성 도로건설공사
43,남원국토관리사무소,43021,일반국도21호선,1,교량,0,기타,0178C986512C07F2DE4C044A24A15F60,관전교(상),남원(11)~순창(11),전북 순창군 동계면 관전리 614-1,2020-12-21,다른종합건설(주) 외 3개사,동계-적성 도로건설공사
31,논산국토관리사무소,31023,일반국도23호선,1,교량,0,기타,0177CD93229F60B61CE109D9AA46F983,원터교,천안~천안,충청남도 천안시 동남구 광덕면 원덕리,2020-12-18,(주)대현종합건설,시설물유지관리시스템 기타 공사
53,포항국토관리사무소,53031,일반국도31호선,1,교량,0,기타,017D7474887EABDE8672959B42FAA6E2,청운2교,현동~청송,경상북도 청송군 청송읍 청운리,2020-12-16,㈜다우건설,청송우회도로
53,포항국토관리사무소,53031,일반국도31호선,1,교량,2,2종,017D74748469C2A89CAA9D29D4F890B3,용전교,현동~청송,경상북도 청송군 청송읍 청운리,2020-12-16,㈜다우건설,청송우회도로
53,포항국토관리사무소,53031,일반국도31호선,1,교량,0,기타,017D747489348DCDA8C446EA73892749,일두육교,현동~청송,경상북도 청송군 청송읍 청운리,2020-12-16,㈜다우건설,청송우회도로
53,포항국토관리사무소,53031,일반국도31호선,1,교량,0,기타,017D7474882E65DCC52BF9AD81528B2A,송생교,현동~청송,경상북도 청송군 청송읍 송생리,2020-12-16,㈜다우건설,청송우회도로
53,포항국토관리사무소,53031,일반국도31호선,1,교량,2,2종,017D747488DB9092C036ADD8359CF0D0,청운1교,현동~청송,경상북도 청송군 청송읍 청운리,2020-12-16,㈜다우건설,청송우회도로
42,전주국토관리사무소,42012,일반국도12호선,1,교량,1,1종,017E76730945D16CB138F85DBEB246CD,동서1교,군산~김제,전라북도 김제시 진봉면 가실리,2020-12-11,지에스건설주식회사,동서2축 도로건설공사(제1공구)
42,전주국토관리사무소,42012,일반국도12호선,1,교량,1,1종,017E7673137B603ABFC473BDED97AC85,동서2교,군산~김제,전라북도 김제시 진봉면 가실리,2020-12-11,지에스건설주식회사,동서2축 도로건설공사(제1공구)
21,홍천국토관리사무소,21031,일반국도31호선,1,교량,0,기타,E673B6426DEB1C52E034080020A9316A,하답교,기린~인제,강원도 인제군 기린면 현리,2020-11-26,(주)이씨에이코리아,국도31호선 하답교 노후교량 개축공사
44,순천국토관리사무소,44017,일반국도17호선,1,교량,0,기타,0179874EEA85674D7215D81FE5B03F40,왕지램프2교,중흥~왕지,전라남도 순천시 왕지동,2020-10-30,(유)신양종합건설,시설물유지관리시스템 기타 공사
44,순천국토관리사무소,44017,일반국도17호선,1,교량,0,기타,01798746E3E438719EC102BB84CA4D2B,왕지램프1교,중흥~왕지,전라남도 순천시 왕지동,2020-10-30,(유)신양종합건설,시설물유지관리시스템 기타 공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,0,기타,017738DA48AE2CC6B321CB9107BE776E,난포IC교,마산 구산 심리~마산 구산 내포리,,2020-08-21,대림건설㈜,거제-마산2 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,0,기타,017738DA49AB99DC5968A839590BB47C,난포IC R-B교,마산 구산 심리~마산 구산 내포리,,2020-08-21,대림건설㈜,거제-마산2 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,0,기타,017738DA47A68DD54B8985211E7CAEF2,용호IC교,마산 구산 심리~마산 구산 내포리,,2020-08-21,대림건설㈜,거제-마산2 국도건설공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,0,기타,017738DA469E752C67C1F0299CC2BFF3,심리IC교,마산 구산 심리~마산 구산 내포리,,2020-08-21,대림건설㈜,거제-마산2 국도건설공사
