ofccd,ofcnm,rutcd,rutnm,fctkdcd,fctkdnm,fctcfcd,fctcfnm,fcno,fctnm,sectnm,lctnm,ccwdt,cstcmpnm,cwknm
52,진주국토관리사무소,52020,일반국도20호선,1,교량,0,기타,01715E25ECF687E95A381C7F8484FD6C,용덕교,의령 용덕면계~의령 정곡면계,,2019-12-31,㈜ 케이디씨,국도 20호선 용덕교 개축공사
34,예산국토관리사무소,34077,일반국도77호선,1,교량,1,1종,0175BC8826A27C18B0D44332BBDC07E6,원산안면대교,미지정~미지정,충청남도 보령시 오천면 원산도리,2019-12-31,코오롱글로벌(주),보령~태안(제2공구) 도로건설공사
44,순천국토관리사무소,44017,일반국도17호선,2,터널,2,2종,0170089553E4EDF80ADF86FDFC3A9D6B,돌산터널,돌산 ~우두,전라남도 여수시 돌산읍 죽포리,2019-12-31,유호산업개발(주),돌산-우두 도로확장공사
43,남원국토관리사무소,43021,일반국도21호선,1,교량,0,기타,01715E16D1C3256C611FB315A5E3AD9C,시산1교,남원(11)~순창(11),,2019-12-26,미진종합건설㈜외 3개사,순창 쌍치지내 도로건설공사
43,남원국토관리사무소,43021,일반국도21호선,1,교량,0,기타,01715E16D2EAAEAA2E974C1AD361B08E,시산2교,남원(11)~순창(11),,2019-12-26,미진종합건설㈜외 3개사,순창 쌍치지내 도로건설공사
41,광주국토관리사무소,41077,일반국도77호선,1,교량,2,2종,016FB12385C8131E5F9112A27769B5E7,불갑천교,해남~영광,전라남도 영광군 백수읍 하사리,2019-12-26,신태진건설주식회사,염산-백수 도로건설공사
44,순천국토관리사무소,44077,일반국도77호선,2,터널,2,2종,01701DF6E44FE8E5FB62DAB3FCF9C14A,낭도터널,화양~적금3,전라남도 여수시 화정면 낭도리,2019-12-26,현대산업개발(주),화양-적금(3공구) 도로건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,01700DA666D7D524DF209BB80427C7D5,마룡교(하),중군~진정,전라남도 광양시 진월면 진정리,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,1,1종,01700A1FE976402ACDE96EC21005CF11,수어대교,중군~진정,전라남도 광양시 진월면 진정리,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,1,1종,017009E712159E6A8FF59653E82F5C80,신금2교(상),중군~진정,전라남도 광양시 옥곡면 신금리,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,1,1종,017009DD795C803EA7680048410746BA,신금2교(하),중군~진정,전라남도 광양시 옥곡면 신금리,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,017009B46AA9C115DB1053189E12DB11,신금1교(하),중군~진정,전라남도 광양시 옥곡면 신금리,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,017008C421A91BF2C8BF24DD7D2B6030,신금1교(상),중군~진정,전라남도 광양시 옥곡면 신금리,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
44,순천국토관리사무소,44002,일반국도2호선,3,지하차도,2,2종,01701E3E1D70A597CD1A42BC68C2A732,정산지하차도,중군~진정,전라남도 광양시 성황동 ,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
44,순천국토관리사무소,44002,일반국도2호선,2,터널,1,1종,017012E93A0113C5559B8A8BF7A03FFE,중군터널(하),중군~진정,전라남도 광양시 성황동,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,01700DA9CA0D05AB34FD602A49FC7416,마룡교(상),중군~진정,전라남도 광양시 진월면 진정리,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
44,순천국토관리사무소,44002,일반국도2호선,2,터널,1,1종,01700DCBFA11A5DEC58ED0D3DCD93595,중군터널(상),중군~진정,전라남도 광양시 옥곡면 신금리,2019-12-24,GS건설(주),광양시 국도대체우회도로(중군-진정) 건설공사
41,광주국토관리사무소,41077,일반국도77호선,1,교량,2,2종,016FC166F4EA1D780ACF932E1C6DF80F,오동천2교,영광~전북도계,전라남도 영광군 염산면 상계리,2019-12-20,(주)대우건설,영광-해제 도로건설공사
55,진영국토관리사무소,55031,일반국도31호선,1,교량,2,2종,01732784EA67620D17CF05E2C6A8F230,진하교(상),울주 서생~울주 서생,울산시 울주군 서생면 서생리,2019-11-15,(주)한진중공업,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,2,터널,2,2종,0173278AEFFB7F0C00CEB0CBB53B850A,서생터널(상),울주 서생~울주 서생,울산광역시 울주군 서생면 용리,2019-11-15,(주)한진중공업,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,2,터널,2,2종,0173278E97F7ACCCA67BA94F6B1267B9,화정터널(상),울주 서생~울주 서생,울산광역시 울주군 서생면 화정리,2019-11-15,(주)한진중공업,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,2,터널,2,2종,0173278DDB2F3D434791A72122B5AD10,진하터널(상),울주 서생~울주 서생,울산광역시 울주군 서생면 서생리,2019-11-15,(주)한진중공업,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,2,터널,2,2종,0173278B4C8C8A6AA53C04C0181F58BF,서생터널(하),울주 서생~울주 서생,울산광역시 울주군 서생면 서생리,2019-11-15,(주)한진중공업 건설부문,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,2,터널,2,2종,0173278E1FFF1D29A253CC470D32766A,진하터널(하),울주 서생~울주 서생,울산광역시 울주군 서생면 화정리,2019-11-15,(주)한진중공업 건설부문,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,1,교량,1,1종,017369E6E4038C0D80F585428493C712,하회1교(하),울주 서생~울주 서생,울산시 울주군 서생면 화정리~강양리,2019-11-15,(주)한진중공업,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,1,교량,1,1종,017369E68E1C583256DC47DC1DCD49FE,하회1교(상),울주 서생~울주 서생,울산시 울주군 서생명 화정리~강양리,2019-11-15,(주)한진중공업,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,2,터널,2,2종,0173278EEC72A5DB79B66000ABCAF4A8,화정터널(하),울주 서생~울주 서생,울산광역시 울주군 서생면 화정리,2019-11-15,(주)한진중공업 건설부문,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,1,교량,2,2종,0173278778A6E359E6ABF1D89C190002,화정육교(하),울주 서생~울주 서생,울산시 울주군 서생면 화정리,2019-11-15,(주)한진중공업 건설부문,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,1,교량,2,2종,01732785AAF38043BB51F9DEC0D1E7CC,진하교(하),울주 서생~울주 서생,울산시 울주군 서생면 서생리,2019-11-15,(주)한진중공업 건설부문,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,1,교량,2,2종,01732786360302C424020E8DCE3B4AFB,화정교(상),울주 서생~울주 서생,울산시 울주군 서생면 화정리,2019-11-15,(주)한진중공업,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,1,교량,2,2종,01732786A43FD54370B1F12E54C910B1,화정교(하),울주 서생~울주 서생,울주군 서생면 화정리,2019-11-15,(주)한진중공업 건설부문,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,1,교량,2,2종,0173278715BA0B6342814BC300C81C7E,화정육교(상),울주 서생~울주 서생,울산시 울주군 서생면 화정리,2019-11-15,(주)한진중공업,장안-온산2 국도건설공사
55,진영국토관리사무소,55031,일반국도31호선,1,교량,0,기타,017369E7487E454D5B5600C9976D1C16,하회2교,울주 서생~울주 서생,울산시 울주군 온산읍 강양리,2019-11-15,(주)한진중공업,장안-온산2 국도건설공사
53,포항국토관리사무소,53036,일반국도36호선,2,터널,2,2종,0175BC9DFC50515040FCEE66E42DA66A,금산터널,대흥~온양,경상북도 울진군 울진읍 대흥리,2019-09-30,신동아건설㈜,서면-근남421 국도건설공사
53,포항국토관리사무소,53036,일반국도36호선,1,교량,2,2종,0175BC8821C22F9DC4B2D7E04159AE51,고성2교,대흥~온양,경상북도 울진군 울진읍 고성리,2019-09-30,,서면-근남1 국도건설공사
53,포항국토관리사무소,53036,일반국도36호선,1,교량,2,2종,016FC1DFDBDB0F2FF25B6318690A3EC8,신림1교,대흥~온양,경상북도 울진군 울진읍 신림리,2019-09-30,현대건설(주),서면-근남1 국도건설공사
53,포항국토관리사무소,53036,일반국도36호선,1,교량,2,2종,0175BC8820A60B1FAB1B0B6C6F5AFDC2,대흥6교,서~근남,경상북도 울진군 울진읍 대흥리,2019-09-30,,서면-근남1 국도건설공사
53,포항국토관리사무소,53036,일반국도36호선,1,교량,1,1종,0175BC88201EF4971E8E5AE44675E15C,대흥4교,서~근남,경상북도 울진군 울진읍 대흥리,2019-09-30,,서면-근남1 국도건설공사
53,포항국토관리사무소,53036,일반국도36호선,1,교량,0,기타,0175BC882248C8B5DDF521E344F0DFD5,명도교,대흥~온양,경상북도 울진군 울진읍 명도리,2019-09-30,,서면-근남1 국도건설공사
53,포항국토관리사무소,53036,일반국도36호선,1,교량,2,2종,0175BC8821333FADE5ECC618A06C4BAC,고성1교,대흥~온양,경상북도 울진군 울진읍 고성리,2019-09-30,,서면-근남1 국도건설공사
53,포항국토관리사무소,53036,일반국도36호선,1,교량,2,2종,0175BC881F96502AC608BBEBB735E021,신림2교,대흥~온양,경상북도 울진군 울진읍 신림리,2019-09-30,,서면-근남1 국도건설공사
42,전주국토관리사무소,42017,일반국도17호선,2,터널,2,2종,017206987633D7FD1DBC43ECA0E0DAED,용복터널,완주 봉동~충남도계,전라북도,2019-09-24,장한종합건설,시설물유지관리시스템 기타 공사
42,전주국토관리사무소,42017,일반국도17호선,1,교량,3,3종,01720B7435BDD75526D35F9F9C7CA07A,제2용복교,완주 봉동~충남도계,전라북도 완주군 경천면 용복리,2019-09-24,장한종합건설,시설물유지관리시스템 기타 공사
44,순천국토관리사무소,44015,일반국도15호선,1,교량,0,기타,017033806CB9691551DC427485194C3C,호형교,봉래~고흥,전라남도 고흥군 고흥읍 호형리,2019-08-19,㈜삼호,국도15호선 호형교 누후교량 개축공사
34,예산국토관리사무소,34036,일반국도36호선,1,교량,0,기타,951C843C93680FF8E054B099289CEB28,상동교,보령~보령청양군계,충청남도 보령시 청라면 의평리,2019-08-14,(주)대아건설,보령-청양(제1공구) 도로건설공사
34,예산국토관리사무소,34036,일반국도36호선,1,교량,2,2종,951C8688E0B8193FE054B099289CEB28,분향교,보령~보령청양군계,충청남도 보령시 청라면 향천리,2019-08-14,(주)대아건설,보령-청양(제1공구) 도로건설공사
34,예산국토관리사무소,34036,일반국도36호선,1,교량,0,기타,951C87D8662019EFE054B099289CEB28,향천교,보령~보령청양군계,충청남도 보령시 청라면 향천리,2019-08-14,"(주)대아건설,대보실업(주)",보령-청양(제1공구) 도로건설공사
53,포항국토관리사무소,53035,일반국도35호선,1,교량,3,3종,017D747489E17E475A9FBC8298B3525D,신호교,화남~화북,경상북도 영천시 화남면 신호리,2019-07-31,고적종합건설 외 2개,영천-삼창간 국도건설공사
53,포항국토관리사무소,53035,일반국도35호선,1,교량,1,1종,017D7474898D0D496BD7D16E0FB98A8A,금호교,화남~화북,경상북도 영천시 화남면 금호리,2019-07-31,고적종합건설 외 2개,영천-삼창간 국도건설공사
51,대구국토관리사무소,51033,일반국도33호선,2,터널,1,1종,016F653C2AAF3BC99474B168CF389B66,석적2터널(하),구포~덕산2,경상북도 칠곡군 석적읍 성곡리,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,2,2종,9722B0ADD3C46416E054B099289CEB28,석적2교(상),구포~덕산2,경상북도 칠곡군 석적읍 포남리,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,2,2종,016FEFA9F39432716A51D0EB714E17BB,백곡교(하),구포~덕산2,경상북도 구미시 구평동,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,2,2종,016FEFAA650D28B41F1013DB059FF947,석적1교(하),구포~덕산2,경상북도 칠곡군 석적읍 성곡리,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,2,2종,016FEFAABCB99804F896A95B5F527670,석적2교(하),구포~덕산2,경상북도 칠곡군 석적읍 포남리,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,2,터널,2,2종,016F6539F12A96F5885A538147BC586A,백곡터널(상),구포~덕산2,경상북도 구미시 구평동,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,2,터널,1,1종,016F653B556D1469B4E13F193045C33C,석적1터널(하),구포~덕산2,경상북도 구미시 구평동,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,2,터널,1,1종,016F653BB66820032B31771BC4D62CBB,석적 2터널(상),구포~덕산2,경북 칠곡군 석적읍 성곡리,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,2,터널,2,2종,016F653A86290C9175F028243D936F02,백곡터널(하),구포~덕산2,경상북도 구미시 구평동,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,2,2종,97211E6954FA5B2EE054B099289CEB28,백곡교(상),구포~덕산2,경상북도 구미시 구평동,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,2,2종,97212FD6E4861A7EE054B099289CEB28,석적1교(상),구포~덕산2,경상북도 칠곡군 석적읍 성곡리,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,972152BD01BC0696E054B099289CEB28,석적IC교,구포~덕산2,경상북도 칠곡군 석적읍 포남리,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,1,1종,9721308662C91B33E054B099289CEB28,덕포대교,구포~덕산2,경상북도 칠곡군 북삼읍 오평리,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,1,교량,0,기타,97214067FFA2464EE054B099289CEB28,석적3교,구포~덕산2,경상북도 칠곡군 석적읍 포남리,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
51,대구국토관리사무소,51033,일반국도33호선,2,터널,1,1종,016F653B0A95A5B7B716C8069CF2BED0,석적 1터널(상),구포~덕산2,경북 구미시 구평동,2019-07-20,삼성물산(주),구미시관내 국도대체우회도로(구포-덕산2)건설공사
55,진영국토관리사무소,55014,일반국도14호선,3,지하차도,2,2종,017A9E987E594296C6A95C0872D00E36,삼성1 지하차도,기장 일광~기장 장안,부산광역시 기장군 일광면 삼성리,2019-06-30,한신공영(주),시설물유지관리시스템 기타 공사
51,대구국토관리사무소,51030,일반국도30호선,1,교량,2,2종,E673B64272941C52E034080020A9316A,경산교(하),성주~선남,경상북도 성주군 성주읍 경산리,2019-06-28,(주)성호건설,국도30호선 경산교 통수단면 개선공사
51,대구국토관리사무소,51030,일반국도30호선,1,교량,2,2종,E673B64264031C52E034080020A9316A,경산교(상),성주~선남,경상북도 성주군 성주읍 경산리,2019-06-28,성호건설(주),국도30호선 경산교 통수단면 개선공사
22,강릉국토관리사무소,22007,일반국도7호선,1,교량,1,1종,0175BC8807A14DAF5C4452B53E5277D3,주수교(상행),미지정~미지정,강원도 강릉시 옥계면 현내리,2019-06-19,,
22,강릉국토관리사무소,22007,일반국도7호선,1,교량,1,1종,0175BC880479A1B378AFAEB7DED2B5B6,도직교(하행),미지정~미지정,강원도 강릉시 옥계면 도직리,2019-06-19,,
22,강릉국토관리사무소,22007,일반국도7호선,1,교량,1,1종,0175BC8803C6BA397D05818688E44D79,도직교(상행),미지정~미지정,강원도 강릉시 옥계면 도직리,2019-06-19,,
55,진영국토관리사무소,55007,일반국도7호선,2,터널,2,2종,0175BC9DFBCFC7E2EDAD8FD38399C3C0,두명1터널(하),미지정~미지정,경상남도 양산시 덕계동,2019-04-30,㈜대우건설,부산시계-웅상2 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,2,터널,2,2종,0175BC9DFB32BB2CAD989A9AFA4C3EE2,두명1터널(상),미지정~미지정,부산광역시 기장군 정관읍 두명리,2019-04-30,㈜대우건설,부산시계-웅상2 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,2,터널,1,1종,0175BC9DF7612ECA75ADC16AE9AFF957,서창터널(하),미지정~미지정,경상남도 양산시 명동,2019-04-30,㈜대우건설,부산시계-웅상2 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,2,터널,1,1종,0175BC9DF6E009D96A5C3D8F960CBB5B,서창터널(상),미지정~미지정,경상남도 양산시 명동,2019-04-30,㈜대우건설,부산시계-웅상2 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,2,터널,2,2종,0175BC9DF65EBDFCD9A90A933FF7FD3F,덕계터널(하),미지정~미지정,경상남도 양산시 덕계동,2019-04-30,㈜대우건설,부산시계-웅상2 국도건설공사
55,진영국토관리사무소,55007,일반국도7호선,2,터널,2,2종,0175BC9DF5D1E4153AA7894A9A53CA62,덕계터널(상),미지정~미지정,경상남도 양산시 덕계동,2019-04-30,㈜대우건설,부산시계-웅상2 국도건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B97461983E0807E054B099289CEB28,신봉교,하점 신봉~강화  갑곳,인천시 강화군 하점면 신봉리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,2,터널,2,2종,92B997E9907B6A33E054B099289CEB28,옥림터널(상행),하점 신봉~강화  갑곳,인천광역시 강화군 강화읍 옥림리,2019-03-31,현대건설(주),인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B976F71B35110AE054B099289CEB28,부근2교,하점 신봉~강화  갑곳,인천광역시 강화군 송해면 하도리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,2,2종,92B989D61F09435BE054B099289CEB28,대산1교(하행),하점 신봉~강화  갑곳,인천광역시 강화군 강화읍 대산리,2019-03-31,현대건설(주),인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B98F6C3BBF5572E054B099289CEB28,옥림1교,하점 신봉~강화  갑곳,인천시 강화군 강화읍 옥림리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B9934D1E785F82E054B099289CEB28,용정교,하점 신봉~강화  갑곳,인천시 강화군 강화읍 용정리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B995A98BF668F4E054B099289CEB28,갑곳교,하점 신봉~강화  갑곳,인천시 강화군 강화읍 갑곳리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B975B040E31075E054B099289CEB28,부근1교,하점 신봉~강화  갑곳,인천시 강화군 송해면 하도리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,1,1종,92B994A88B286558E054B099289CEB28,용정RAMPA교,하점 신봉~강화  갑곳,인천시 강화군 강화읍 갑곳리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B991E1D0D05EC1E054B099289CEB28,옥림2교,하점 신봉~강화  갑곳,인천시 강화군 강화읍 용정리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B98C4A251D4BFBE054B099289CEB28,대산2교,하점 신봉~강화  갑곳,인천시 강화군 강화읍 옥림리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B986AB53DB410DE054B099289CEB28,서촌교,하점 신봉~강화  갑곳,인천시 강화군 송해면 솔정리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B9784A073F1996E054B099289CEB28,하도교,하점 신봉~강화  갑곳,인천시 강화군 송해면 하도리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B990B334395646E054B099289CEB28,옥림IC교,하점 신봉~강화  갑곳,인천시 강화군 강화읍 옥림리,2019-03-31,현대건설(주),인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,2,2종,92B98B00CAAF4B87E054B099289CEB28,대산1교(상행),하점 신봉~강화  갑곳,인천시 강화군 강화읍 대산리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,1,교량,0,기타,92B984A0679037E1E054B099289CEB28,솔정교,하점 신봉~강화  갑곳,인천시 강화군 송해면 솔정리,2019-03-31,현대건설㈜,인화-강화 도로건설공사
11,수원국토관리사무소,11048,일반국도48호선,2,터널,2,2종,92B998D1955E72B3E054B099289CEB28,옥림터널(하행),하점 신봉~강화  갑곳,인천광역시 강화군 강화읍 옥림리,2019-03-31,현대건설(주),인화-강화 도로건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,8C084A835F5620E6E054B099289CEB28,세풍1육교(하),세풍~중군,전라남도 광양시 광양읍 세풍리,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,2,터널,2,2종,8C2536F2D2C86035E054B099289CEB28,초남터널,세풍~중군,전라남도 광양시 광양읍 초남리,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,8BA28D01E5B92A96E054B099289CEB28,초남1교(상),세풍~중군,전라남도 광양시 광양읍 초남리,2019-03-21,대림산업주식회사,광양시관내 국도대체 우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,8C084A835F4820E6E054B099289CEB28,세풍1육교(상),세풍~중군,전라남도 광양시 광양읍 세풍리,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,8C084A835F2F20E6E054B099289CEB28,초남1교(하),세풍~중군,전라남도 광양시 광양읍 초남리,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,2,터널,1,1종,8C2536F2D2F56035E054B099289CEB28,성황터널(하),세풍~중군,전라남도 광양시 성황동,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,2,터널,1,1종,8C253B42047F1338E054B099289CEB28,황길터널(하),세풍~중군,전라남도 광양시 황길동,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,2,터널,2,2종,8C2536F2D2EC6035E054B099289CEB28,황금터널(하),세풍~중군,전라남도 광양시 황길동,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,2,터널,1,1종,8C253B4204811338E054B099289CEB28,성황터널(상),세풍~중군,전라남도 광양시 황길동,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,2,터널,1,1종,8C2536F2D2F26035E054B099289CEB28,황길터널(상),세풍~중군,전라남도 광양시 황길동,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,2,터널,2,2종,8C2536F2D2CA6035E054B099289CEB28,황금터널(상),세풍~중군,전라남도 광양시 황금동,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,8C2536F2D2C16035E054B099289CEB28,성황램프교,세풍~중군,전라남도 광양시 성황동,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,8C253B42047A1338E054B099289CEB28,성황본교(하),세풍~중군,전라남도 광양시 성황동,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,8C253B42045C1338E054B099289CEB28,세풍램프교,세풍~중군,전라남도 광양시 광양읍 세풍리,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,1,1종,8C252E61FBF6602DE054B099289CEB28,세풍대교,세풍~중군,전라남도 광양시 광양읍 초남리,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
44,순천국토관리사무소,44002,일반국도2호선,1,교량,2,2종,8C253B4204741338E054B099289CEB28,성황본교(상),세풍~중군,전라남도 광양시 성황동,2019-03-21,대림산업주식회사,광양시관내 국도대체우회도로(세풍-중군)건설공사
42,전주국토관리사무소,42029,일반국도29호선,1,교량,0,기타,017BEC700F26950332A5895B5CD453C8,효문교,정읍~신태인(2),전북 정읍시 영원면 후지리,2019-02-11,(유)정문건설,정읍-신태인(2공구) 도로건설공사
42,전주국토관리사무소,42029,일반국도29호선,1,교량,2,2종,017BEC721AB5C09BECE713E89D51CCFB,성지교(상),정읍~신태인(2),전북 정읍시 영원면 후지리,2019-02-11,(유)정문건설,정읍-신태인(2공구) 도로건설공사
42,전주국토관리사무소,42029,일반국도29호선,1,교량,2,2종,017BECD4B645AD97639DFB8E66CF8264,성지교(하),정읍~신태인(2),전라북도 정읍시 영원면 후지리,2019-02-11,(유)정문건설,정읍-신태인(2공구) 도로건설공사
33,보은국토관리사무소,33037,일반국도37호선,1,교량,0,기타,0175BC88093C280E22FDD249CBA2B4C5,장계IC교,옥천~보은,충청북도 옥천군 안내면 장계리,2019-01-31,,
33,보은국토관리사무소,33037,일반국도37호선,1,교량,1,1종,8A764BD69D2566D7E054B099289CEB28,장계대교(하행선),옥천~보은,충청북도 옥천군 안내면 인포리,2019-01-31,계룡건설산업(주),인포-보은(제1공구)도로건설공사
33,보은국토관리사무소,33037,일반국도37호선,1,교량,2,2종,8A764BD69D3266D7E054B099289CEB28,인포교(상행선),옥천~보은,충청북도 옥천군 안내면 인포리,2019-01-31,계룡건설산업(주),인포-보은(제1공구)도로건설공사
